B.hi content.tsv
Level	Esperanto	hi	en-us	Grupo	Alternativoj	Pronoco
level	estas reprezentita en diversaj instancoj	विभिन्न निकायों में प्रतिनिधित्व किया जाता है	is represented in various bodies	grupo	alternativoj	prononco
level	instancoj kiel Forumo Junulara Eŭropa, UNESKO	यूरोपीय युवा मंच, यूनेस्को जैसे निकाय	bodies such as the European Youth Forum, UNESCO	grupo	alternativoj	prononco
level	la junulara sekcio de Unuiĝintaj Nacioj	संयुक्त राष्ट्र का युवा वर्ग	the youth section of the United Nations	grupo	alternativoj	prononco
level	diversaj instancoj kiel UNESKO kaj la junulara sekcio de UN	यूनेस्को और संयुक्त राष्ट्र के युवा वर्ग जैसे विभिन्न निकाय	various bodies such as UNESCO and the youth section of the UN	grupo	alternativoj	prononco
level	UNESKO kaj la junulara sekcio de Unuiĝintaj Nacioj	यूनेस्को और संयुक्त राष्ट्र का युवा वर्ग	UNESCO and the youth section of the United Nations	grupo	alternativoj	prononco
level	Forumo Junulara Eŭropa kaj la junulara sekcio de UN	यूरोपीय युवा मंच और संयुक्त राष्ट्र का युवा वर्ग	European Youth Forum and the youth section of the UN	grupo	alternativoj	prononco
level	sonas interese	दिलचस्प लगता है	sounds interesting	grupo	alternativoj	prononco
level	folio, foliumi, vento, ventumi, esperanto, esperantumi	एक पत्ता, ब्राउज़ करना, एक हवा, पंखा करना, एस्पेरान्तो, एस्पेरान्तो का आनंद लेना	a leaf, to browse, a wind, to fan, Esperanto, to enjoy Esperanto	grupo	alternativoj	prononco
level	por mi sufiĉas esperantumi	मेरे लिए एस्पेरान्तो बोलना ही काफी है	for me it's enough to speak Esperanto	grupo	alternativoj	prononco
level	esperantumi unu aŭ du semajnojn	एक या दो सप्ताह के लिए एस्पेरान्तो का आनंद लेने के लिए	to enjoy Esperanto for a week or two	grupo	alternativoj	prononco
level	unu aŭ du semajnojn jare	साल में एक या दो सप्ताह	one or two weeks a year	grupo	alternativoj	prononco
level	tamen por mi sufiĉas	हालाँकि, यह मेरे लिए पर्याप्त है	however, it is enough for me	grupo	alternativoj	prononco
level	jes, oni trovu ~	हाँ, किसी को ~ ढूंढना चाहिए	yes, one should find ~	grupo	alternativoj	prononco
level	trovi ekvilibron	संतुलन खोजने के लिए	to find balance	grupo	alternativoj	prononco
level	oni trovu sian ekvilibron	हर किसी को अपना संतुलन खोजना चाहिए	everyone should find one's own balance	grupo	alternativoj	prononco
level	mi sentas ke estas tro	मुझे लगता है यह बहुत ज्यादा है	I feel it's too much	grupo	alternativoj	prononco
level	ĝuste nun mi sentas	अभी मुझे लगता है	right now I feel	grupo	alternativoj	prononco
level	mi sentas ke ~	मुझे ऐसा लगता है~	I feel that ~	grupo	alternativoj	prononco
level	sentas ke estas tro da ~	ऐसा महसूस होता है जैसे बहुत सारे हैं~	feels like there are too many ~	grupo	alternativoj	prononco
level	tro da Esperanto en mia vivo	मेरे जीवन में बहुत अधिक एस्पेरान्तो है	too much Esperanto in my life	grupo	alternativoj	prononco
level	estas tro da Esperanto en mia vivo	मेरे जीवन में बहुत अधिक एस्पेरान्तो है	there is too much Esperanto in my life	grupo	alternativoj	prononco
level	ĉu vi estas membro?	क्या आप एक सदस्य हैं?	are you a member?	grupo	alternativoj	prononco
level	ĉu vi estas membro de organizo?	क्या आप किसी संगठन के सदस्य हैं?	are you a member of an organization?	grupo	alternativoj	prononco
level	membro de iu alia organizo	किसी अन्य संगठन का सदस्य	a member of some other organization	grupo	alternativoj	prononco
level	ne vere organizo, sed ~	वास्तव में कोई संगठन नहीं, बल्कि ~	not really an organization, but ~	grupo	alternativoj	prononco
level	sed mi ludas gitaron	लेकिन मैं गिटार बजाता हूं	but I play guitar	grupo	alternativoj	prononco
level	ludas gitaron en bando	एक बैंड में गिटार बजाता है	plays guitar in a band	grupo	alternativoj	prononco
level	bele! mi tre ŝatas	अच्छा! मैं वास्तव में पसंद करता हूं	nice! I really like	grupo	alternativoj	prononco
level	mi ŝatas kanti	मैं गाना पसंद करता हुँ	I like to sing	grupo	alternativoj	prononco
level	tre ŝatas kanti	गाना बहुत पसंद है	likes to sing very much	grupo	alternativoj	prononco
level	kian muzikon vi ludas?	आप किस तरह का संगीत बजाते हैं?	what kind of music do you play?	grupo	alternativoj	prononco
level	nu, estas simpla popo	खैर, यह सरल पॉप है	well, it's simple pop	grupo	alternativoj	prononco
level	ni ĵus fondis la bandon	हमने अभी बैंड शुरू किया है	we just started the band	grupo	alternativoj	prononco
level	sed eventuale ni ludos	लेकिन अंततः हम खेलेंगे	but eventually we will play	grupo	alternativoj	prononco
level	ni ludis dum la IJK	हमने IJK के दौरान खेला	we played during the IJK	grupo	alternativoj	prononco
level	ludos dum la venonta IJK	अगले IJK के दौरान खेलेंगे	will play during the next IJK	grupo	alternativoj	prononco
level	mi jam antaŭĝojas!	मैं पहले से ही इसका इंतज़ार कर रहा हूँ!	I'm already looking forward to it!	grupo	alternativoj	prononco
level	nur diru se vi bezonas ~	यदि आपको आवश्यकता हो तो बस कहें~	just say if you need ~	grupo	alternativoj	prononco
level	bezonas iun helpkantiston	किसी बैकअप गायक की जरूरत है	needs some backup singer	grupo	alternativoj	prononco
level	se vi bezonas helpkantiston	यदि आपको एक बैकअप गायक की आवश्यकता है	if you need a backup singer	grupo	alternativoj	prononco
level	kial ne? eble vi volas ~	क्यों नहीं? शायद आप चाहते हैं~	why not? maybe you want ~	grupo	alternativoj	prononco
level	vi volas kanti ion nun	अब आप कुछ गाना चाहते हैं	you want to sing something now	grupo	alternativoj	prononco
level	mi povas ludi gitaron	मैं गिटार बजा सकता हूँ	I can play guitar	grupo	alternativoj	prononco
level	vi volas kanti kaj mi povas ludi	आप गाना चाहते हैं और मैं बजा सकता हूँ	you want to sing and I can play	grupo	alternativoj	prononco
level	kanti ion nun kaj ludi gitaron	अब कुछ गाना है और गिटार बजाना है	to sing something now and to play guitar	grupo	alternativoj	prononco
level	jes, mi ŝatus tion	हां मैं चाहूंगा कि	yes, I would like that	grupo	alternativoj	prononco
level	venigi mian gitaron	मेरा गिटार लाने के लिए	to bring my guitar	grupo	alternativoj	prononco
