C.tr content.tsv
Level	Esperanto	tr	en-us	Grupo	Alternativoj	Pronoco
level	golfo	bir körfez	a gulf	grupo	alternativoj	prononco
level	periodo	dönem, dönem	period, a period	grupo	alternativoj	prononco
level	etiopo	Etiyopyalı	an Ethiopian	grupo	alternativoj	prononco
level	pejzaĝo	manzara, manzara	landscape, scenary	grupo	alternativoj	prononco
level	psikologo	psikolog	a psychologist	grupo	alternativoj	prononco
level	kverko	meşe	an oak	grupo	alternativoj	prononco
level	kaprica	kaprisli, değişken, tuhaf	capricious, fitful, whimsical	grupo	alternativoj	prononco
level	neto	son kopya, adil bir kopya	a final copy, a fair copy	grupo	alternativoj	prononco
level	kazo	bir dava, olay, mesele	a case, affair, matter	grupo	alternativoj	prononco
level	sveni	bayılmak, bayılmak	to faint, to swoon	grupo	alternativoj	prononco
level	rosti	kızartmak	to roast	grupo	alternativoj	prononco
level	bazaro	çarşı, pazar, fuar	a bazaar, a market, a fair	grupo	alternativoj	prononco
level	liberio	Liberya	Liberia	grupo	alternativoj	prononco
level	anteno	bir anten, bir anten, bir duyarga	an antenna, an aerial, a feeler	grupo	alternativoj	prononco
level	tegi	kaplamak, kaplamak	to overlay, to coat	grupo	alternativoj	prononco
level	Aŭstralio	Avustralya	Australia	grupo	alternativoj	prononco
level	frakasi	parçalamak, parçalamak, parçalamak	to crash, to shatter, to smash	grupo	alternativoj	prononco
level	kliento	müşteri, müşteri, hasta	a client, a customer, a patient	grupo	alternativoj	prononco
level	ronki	homurdanmak, horlamak	to grunt, to snore	grupo	alternativoj	prononco
level	judaismo	Yahudilik	Judaism	grupo	alternativoj	prononco
level	afikso	bir ek	an affix	grupo	alternativoj	prononco
level	fanfaroni	övünmek, övünmek	to brag, to boast	grupo	alternativoj	prononco
level	kapsiko	kırmızı biber	a red pepper	grupo	alternativoj	prononco
level	probabla	muhtemel, muhtemelen	probable, likely	grupo	alternativoj	prononco
level	segi	görmek	to saw	grupo	alternativoj	prononco
level	melankolio	melankoli, melankoli, kasvet	melancholy, melancholia, gloom	grupo	alternativoj	prononco
level	panamo	Panama	Panama	grupo	alternativoj	prononco
level	mekaniko	mekanik (=meĥaniko)	mechanics (=meĥaniko)	grupo	alternativoj	prononco
level	ŝvebi	havada asılı kalmak, yüzmek	to hover, to float	grupo	alternativoj	prononco
level	latvo	Letonyalı	a Latvian	grupo	alternativoj	prononco
level	kateno	bir zincir, bir kısıtlama, bir katener	a shacle, a restraint, a catenary	grupo	alternativoj	prononco
level	bori	delmek, delmek	to bore, to drill	grupo	alternativoj	prononco
level	apartamento	bir daire, bir daire	an apartment, a flat	grupo	alternativoj	prononco
level	hajlo	selam, selam	hail, a hail	grupo	alternativoj	prononco
level	silko	ipek	silk	grupo	alternativoj	prononco
level	putri	çürütmek, çürümek, çürümek, çürümek	to utrefy, to putrify, to decay, to fester	grupo	alternativoj	prononco
level	melki	süt sağmak	to milk	grupo	alternativoj	prononco
level	signalo	bir sinyal, bir işaret	a signal, a sign	grupo	alternativoj	prononco
level	lifto	asansör, asansör	a lift, an elevator	grupo	alternativoj	prononco
level	intensa	yoğun, yoğun	intense, intensive	grupo	alternativoj	prononco
level	ekvilibro	bir denge, denge	an equilibrium, balance	grupo	alternativoj	prononco
level	tradicio	bir gelenek	a tradition	grupo	alternativoj	prononco
level	enigmo	bir bilmece, bir bulmaca, bir bilmece	an enigma, a puzzle, a riddle	grupo	alternativoj	prononco
level	friti	kızartmak, sotelemek	to fry, to sauté	grupo	alternativoj	prononco
level	kripla	özürlü, sakat, sakat, sakatlanmış	handicapped, crippled, infirm, mutilated	grupo	alternativoj	prononco
level	kanzono	bir chanson, bir canzone, bir balad şarkısı	a chanson, a canzone, a ballad song	grupo	alternativoj	prononco
level	veneno	bir zehir, bir zehir	a venom, a poison	grupo	alternativoj	prononco
level	kontrakti	sözleşme yapmak	to make a contract	grupo	alternativoj	prononco
level	konfitaĵo	konserve reçel	a conserved jam	grupo	alternativoj	prononco
level	orfo	yetim	an orphan	grupo	alternativoj	prononco
level	avenuo	bir cadde	an avenue	grupo	alternativoj	prononco
level	betulo	huş ağacı	a birch tree	grupo	alternativoj	prononco
level	konko	deniz kabuğu, deniz kabuğu	a sea shell, a conch	grupo	alternativoj	prononco
level	grajno	bir tane, bir granül	a grain, a granule	grupo	alternativoj	prononco
level	principo	bir prensip	a principle	grupo	alternativoj	prononco
level	humida	nemli, nemli, nemli	humid, moist, damp	grupo	alternativoj	prononco
level	hufo	bir toynak	a hoof	grupo	alternativoj	prononco
level	Urugvajo	Uruguay	Uruguay	grupo	alternativoj	prononco
level	kemio	kimya (=ĥemio)	chemistry (=ĥemio)	grupo	alternativoj	prononco
level	pumpi	pompalamak	to pump	grupo	alternativoj	prononco
level	krado	çapraz çubuklar, ızgara, ızgara, ızgara, ızgara, kafes	crossbars, grating, grill, grate, grille, lattice	grupo	alternativoj	prononco
level	budo	bir stand, bir kiosk, bir stand	a booth, a kiosk, a stand	grupo	alternativoj	prononco
level	Bolivio	Bolivya	Bolivia	grupo	alternativoj	prononco
level	ŝtalo	çelik	steel	grupo	alternativoj	prononco
level	masaĝo	masaj	massage	grupo	alternativoj	prononco
level	krutaĵo	dik bir uçurum, bir uçurum, bir blöf	a steep, a cliff, a bluff	grupo	alternativoj	prononco
level	munti	(mücevher) takmak, monte etmek, monte etmek	to mount (jewelry), to set, to assemble	grupo	alternativoj	prononco
level	sprita	zeki, neşeli, esprili, parlak, neşeli	clever, sprightly, witty, bright, sprightful	grupo	alternativoj	prononco
level	kuirpoto	bir tencere, bir güveç tenceresi	a cooking pot, a stew pot	grupo	alternativoj	prononco
level	tribunalo	bir mahkeme, bir mahkeme	a tribunal, a court	grupo	alternativoj	prononco
level	epilogo	bir sonsöz	an epilogue	grupo	alternativoj	prononco
level	motoro	bir motor, bir motor	a motor, an engine	grupo	alternativoj	prononco
level	lavopelvo (lavovazo)	bir lavabo (lavabo)	a washpot (a wash basin)	grupo	alternativoj	prononco
level	farbo	boya, boya	dye, paint	grupo	alternativoj	prononco
level	transitiva	geçişli	transitive	grupo	alternativoj	prononco
level	leopardo	bir leopar	a leopard	grupo	alternativoj	prononco
level	vualo	bir peçe	a veil	grupo	alternativoj	prononco
level	vergo	bir çubuk, bir değnek, bir baston, bir anahtar	a rod, a wand, a cane, a switch	grupo	alternativoj	prononco
level	luktado	bir güreş	a wrestling	grupo	alternativoj	prononco
level	ŝelo	kabuk, kabuk, kabuk, kabuk	a shell, bark, husk, peel	grupo	alternativoj	prononco
level	maĉgumo	sakız	a chewing gum	grupo	alternativoj	prononco
level	senso	bir his, bir his	a sense, feeling	grupo	alternativoj	prononco
level	sagaca	akıllı, akıllı, kurnaz	sagacious, astute, shrewd	grupo	alternativoj	prononco
level	magiisto	Büyücü	a magician	grupo	alternativoj	prononco
level	modera	ılımlı, makul	moderate, reasonable	grupo	alternativoj	prononco
level	vindi	sarmak, sarmak, kundaklamak	to wrap, to swathe, to swaddle	grupo	alternativoj	prononco
level	prologo	bir önsöz	a prologue	grupo	alternativoj	prononco
level	Polinezio	Polinezya	Polynesia	grupo	alternativoj	prononco
level	Tunizio	Tunus	Tunisia	grupo	alternativoj	prononco
level	sobra	ayık, çekingen, ağırbaşlı	sober, abstemious, staid	grupo	alternativoj	prononco
level	Birmo	Myanmar	Myanmar	grupo	alternativoj	prononco
level	asekuri	sigortalamak	to insure	grupo	alternativoj	prononco
level	fono	arka plan	background	grupo	alternativoj	prononco
level	Gvatemalo	Guatemala	Guatemala	grupo	alternativoj	prononco
level	pulvoro	pudra	powder	grupo	alternativoj	prononco
level	velki	solmak, solmak	to wither, to fade	grupo	alternativoj	prononco
level	baterio	bir batarya	a battery	grupo	alternativoj	prononco
level	Nikaragvo	Nikaragua	Nicaragua	grupo	alternativoj	prononco
level	faŭko	bir çene, bir ağız, bir ağız (bir tünelin)	a jaws, a maw, a mouth (of a tunnel)	grupo	alternativoj	prononco
level	Kostariko	Kosta Rika	Costa Rica	grupo	alternativoj	prononco
level	medalo	bir madalya	a medal	grupo	alternativoj	prononco
level	Paragvajo	Paraguay	Paraguay	grupo	alternativoj	prononco
level	aligatoro	timsah	an alligator	grupo	alternativoj	prononco
level	tempesto	bir fırtına, bir fırtına	a tempest, a storm	grupo	alternativoj	prononco
level	kordo	bir ip, bir ip	a cord, a string	grupo	alternativoj	prononco
level	hipopotamo	bir su aygırı, bir su aygırı	a hippopotamus, a hippo	grupo	alternativoj	prononco
level	striki	greve gitmek	to go on strike	grupo	alternativoj	prononco
level	monako (-aĥo)	bir hükümdar	a monach	grupo	alternativoj	prononco
level	petrolo	petrol, parafin yağı	petroleum, paraffin-oil	grupo	alternativoj	prononco
level	konfiti	(şekerde) konserve etmek, şekerlenmiş	to preserve (in sugar), candied	grupo	alternativoj	prononco
level	alineo	paragraf girintisi	paragraph indentation	grupo	alternativoj	prononco
level	motorbiciklo	bir motosiklet	a motorbicycle	grupo	alternativoj	prononco
level	organismo	bir organizma	an organism	grupo	alternativoj	prononco
level	procedi	Devam etmek için	to proceed	grupo	alternativoj	prononco
level	ĉerizo	Kiraz	a cherry	grupo	alternativoj	prononco
level	ritmo	ritim	rhythm	grupo	alternativoj	prononco
level	broŝuro	bir broşür, bir broşür, bir broşür	a brochure, a leaflet, a pamphlet	grupo	alternativoj	prononco
level	orfejo	bir yetimhane	an orphanage	grupo	alternativoj	prononco
level	ornamaĵo	bir süs	an ornament	grupo	alternativoj	prononco
level	provizora	geçici, geçici	provisional, temporary	grupo	alternativoj	prononco
level	kalkano	bir topuk	a heel	grupo	alternativoj	prononco
level	apoteko	eczane, eczane	a pharmacy, a drugstore	grupo	alternativoj	prononco
level	jaguaro	bir jaguar	a jaguar	grupo	alternativoj	prononco
level	persimono	bir hurma	a persimon	grupo	alternativoj	prononco
level	pesilo	bir denge, bir terazi	a balance, a scale	grupo	alternativoj	prononco
level	improvizi	doğaçlama yapmak	to improvise	grupo	alternativoj	prononco
level	fosto	bir direk, bir direk, dik bir destek	a post, a pole, an upright support	grupo	alternativoj	prononco
level	pico	bir pizza	a pizza	grupo	alternativoj	prononco
level	sitelo	bir kova, bir kova	a bucket, a pail	grupo	alternativoj	prononco
level	parkere	ezberden, ezberden, ezberden	by heart, from memory, by rote	grupo	alternativoj	prononco
level	akurata	doğru, dakik, kesin	accurate, punctual, precise	grupo	alternativoj	prononco
level	rito	ayin	rite	grupo	alternativoj	prononco
level	nodo	bir düğüm, bir düğüm	a node, a knot	grupo	alternativoj	prononco
level	polpo (okpieda)	bir ahtapot	an octopus	grupo	alternativoj	prononco
level	degeli	erimek, çözülmek	to melt, to thaw	grupo	alternativoj	prononco
level	pinĉi	çimdiklemek	to pinch	grupo	alternativoj	prononco
level	paniko	panik	a panic	grupo	alternativoj	prononco
level	piro	bir armut (meyve)	a pear (fruit)	grupo	alternativoj	prononco
level	trempi	batırmak, batırmak, batırmak	to dip, to soak, to immerse	grupo	alternativoj	prononco
level	pelto	kürk manto, kürk, post, kürk parçası	a fur coat, fur, pelt, fur piece	grupo	alternativoj	prononco
level	preskribo (recepto)	reçete, yemek tarifi	a prescription, recipe	grupo	alternativoj	prononco
level	princino	bir prenses	a princess	grupo	alternativoj	prononco
level	masto	bir direk, bir direk	a mast, a pole	grupo	alternativoj	prononco
level	kino	sinema	a cinema	grupo	alternativoj	prononco
level	bombono	bir afiyet olsun, bir şeker, bir tatlı	a bon-bon, a candy, a sweet	grupo	alternativoj	prononco
level	funto	bir pound	a pound	grupo	alternativoj	prononco
level	ananaso	bir ananas	a pine apple	grupo	alternativoj	prononco
level	tajloro	bir terzi	a tailor	grupo	alternativoj	prononco
level	veterano	emektar	a veteran	grupo	alternativoj	prononco
level	revolucio	devrim	a revolution	grupo	alternativoj	prononco
level	krusto	kabuk, mahfaza, sert dış kaplama	crust, casing, hard outer covering	grupo	alternativoj	prononco
level	kompaso	pusula	a compass	grupo	alternativoj	prononco
level	rizkampo	pirinç tarlası, çeltik tarlası	a rice field, a paddy field	grupo	alternativoj	prononco
level	katedralo	bir katedral	a cathedral	grupo	alternativoj	prononco
level	roboto	bir robot	a robot	grupo	alternativoj	prononco
level	parfumo	Parfüm	a perfume	grupo	alternativoj	prononco
level	margarino	margarin	margarine	grupo	alternativoj	prononco
level	ripo	bir kaburga (kemik)	a rib (bone)	grupo	alternativoj	prononco
level	rulŝtuparo	yürüyen merdiven	an escalator	grupo	alternativoj	prononco
level	kostumo	kostüm, kıyafet, kıyafet tarzı	costume, outfit, style of dress	grupo	alternativoj	prononco
level	pulmo	bir akciğer	a lung	grupo	alternativoj	prononco
level	infinitivo	sonsuz	infinitive	grupo	alternativoj	prononco
level	segilo	bir testere, testereler	a saw, saws	grupo	alternativoj	prononco
level	prozo	bir düzyazı	a prose	grupo	alternativoj	prononco
level	mekanismo	cihaz, mekanizma	device, a mechanism	grupo	alternativoj	prononco
level	skanilo	bir tarayıcı	a scanner	grupo	alternativoj	prononco
level	benzino	benzin, benzin	gasoline, petrol	grupo	alternativoj	prononco
level	plumbo	kurşun (metal)	lead (metal)	grupo	alternativoj	prononco
level	leki	yalamak	to lick	grupo	alternativoj	prononco
level	akuzi	suçlamak	to accuse	grupo	alternativoj	prononco
level	redakti	düzenlemek için	to edit	grupo	alternativoj	prononco
level	ŝraŭbo	Bir vida	a screw	grupo	alternativoj	prononco
level	komo	bir virgül	a comma	grupo	alternativoj	prononco
level	surdulo	sağır	a deaf	grupo	alternativoj	prononco
level	konduktoro	bir orkestra şefi	a conductor	grupo	alternativoj	prononco
level	kreto	bir tebeşir	a chalk	grupo	alternativoj	prononco
level	eklezio	bir kilise (organizasyon)	a church (organization)	grupo	alternativoj	prononco
level	protagonisto	bir kahraman	a protagonist	grupo	alternativoj	prononco
level	Eŭropo	Avrupa	europe	grupo	alternativoj	prononco
level	tajfuno	bir tayfun	a typhoon	grupo	alternativoj	prononco
level	sentimentala	duygusal	sentimental	grupo	alternativoj	prononco
level	korko	bir mantar, bir tıpa	a cork, a stopper	grupo	alternativoj	prononco
level	stampo	bir damga, bir mühür, bir işaret	a stamp, a seal, a mark	grupo	alternativoj	prononco
level	olivo	bir zeytin	an olive	grupo	alternativoj	prononco
level	kazino	bir kumarhane	a casino	grupo	alternativoj	prononco
level	terno	hapşırma	a sneeze	grupo	alternativoj	prononco
level	barikado	bir barikat	a barricade	grupo	alternativoj	prononco
level	tertremo (sismo)	deprem	an earthquake	grupo	alternativoj	prononco
level	telegramo	bir telgraf	a telegram	grupo	alternativoj	prononco
level	prononci	Telaffuz etmek	to pronounce	grupo	alternativoj	prononco
level	tornado	bir hortum	a tornado	grupo	alternativoj	prononco
level	objektiva	amaç	objective	grupo	alternativoj	prononco
level	drapo	yünlü bir kumaş, bir bez	a woolen cloth, a cloth	grupo	alternativoj	prononco
level	ungotondilo	bir tırnak makası	a nail-scissors	grupo	alternativoj	prononco
level	vakupurigilo	bir elektrikli süpürge (=polvosuĉilo)	a vacuum cleaner (=polvosuĉilo)	grupo	alternativoj	prononco
level	perei	yok olmak	to perish	grupo	alternativoj	prononco
level	afranki	ön ödeme yapmak (posta ücreti), pul basmak	to prepay (postage), to put on stamps	grupo	alternativoj	prononco
level	luli	sallanmak, sallanmak, sallanmak	to lull, to cradle, to rock	grupo	alternativoj	prononco
level	vakcino	bir aşı	a vaccine	grupo	alternativoj	prononco
level	gorilo	bir goril	a gorilla	grupo	alternativoj	prononco
level	vojaĝagentejo	seyahat acentası	a travel agency	grupo	alternativoj	prononco
level	patrono	bir patron	a patron	grupo	alternativoj	prononco
level	abstini	Çekimser olmak	to abstain	grupo	alternativoj	prononco
level	bulvardo	bir bulvar	a boulevard	grupo	alternativoj	prononco
level	portalo	bir portal, bir ağ geçidi	a portal, a gateway	grupo	alternativoj	prononco
level	ŝarĝoaŭto	Bir kamyon	a truck	grupo	alternativoj	prononco
level	vito	bir asma, bir asma	a grapevine, a vine	grupo	alternativoj	prononco
level	teleskopo	bir teleskop	a telescope	grupo	alternativoj	prononco
level	apliki	başvurmak	to apply	grupo	alternativoj	prononco
level	cemento	çimento	cement	grupo	alternativoj	prononco
level	pedagogio	pedagoji	pedagogy	grupo	alternativoj	prononco
level	albumo	bir albüm	an album	grupo	alternativoj	prononco
level	aserti	ileri sürmek, beyan etmek, tasdik etmek	to assert, to state, to affirm	grupo	alternativoj	prononco
level	akordi	uyum sağlamak	to accord	grupo	alternativoj	prononco
level	fulgo	bir is, bir kir	a soot, a grime	grupo	alternativoj	prononco
level	adapti	uyum sağlamak, uyum sağlamak, uyum sağlamak, uymak	to adapt, to adjust, to accommodate, to fit	grupo	alternativoj	prononco
level	liveri	sağlamak, tedarik etmek, teslim etmek	to furnish, to supply, to deliver	grupo	alternativoj	prononco
level	argumento	tartışma	an argument	grupo	alternativoj	prononco
level	frizi	kıvırmak, kıvırmak	to curl, to frizz	grupo	alternativoj	prononco
level	deficito	bir açık	a deficit	grupo	alternativoj	prononco
