C.fr content.tsv
Level	Esperanto	fr	en-us	Grupo	Alternativoj	Pronoco
level	raketo	une fusée éclairante, une fusée	a flare, a rocket	grupo	alternativoj	prononco
level	eksportisto	un exportateur	an exporter	grupo	alternativoj	prononco
level	garaĝo	un garage (=aŭtejo)	a garage (=aŭtejo)	grupo	alternativoj	prononco
level	indiki	Indiquer	to indicate	grupo	alternativoj	prononco
level	Bjalistoko	Bialystok	Bialystok	grupo	alternativoj	prononco
level	importisto	un importateur	an importer	grupo	alternativoj	prononco
level	vipo	un fouet	a whip	grupo	alternativoj	prononco
level	kanalo	un canal, un canal	a canal, a channel	grupo	alternativoj	prononco
level	raŭka	rauque, rauque, rauque	husky, hoarse, raucous	grupo	alternativoj	prononco
level	indekso	Un index	an index	grupo	alternativoj	prononco
level	feminismo	féminisme	feminism	grupo	alternativoj	prononco
level	atomo	un atome	an atom	grupo	alternativoj	prononco
level	pilo	une pile (électrique), une cellule de batterie	a pile (electric), a battery cell	grupo	alternativoj	prononco
level	abstrakta	abstrait	abstract	grupo	alternativoj	prononco
level	prelego	une conférence, une discussion	a lecture, a talk	grupo	alternativoj	prononco
level	medicino	médecine	medicine	grupo	alternativoj	prononco
level	hepato	un foie	a liver	grupo	alternativoj	prononco
level	marvirino	une sirène	a mermaid	grupo	alternativoj	prononco
level	demenculo	un patient atteint de démence	a dementia patient	grupo	alternativoj	prononco
level	finalo	une finale, un play-off, une finale	a final, a play-off, a finale	grupo	alternativoj	prononco
level	ŝatokupo	un passe-temps (= hobio)	a hobby (=hobio)	grupo	alternativoj	prononco
level	diplomato	un diplomate	a diplomat	grupo	alternativoj	prononco
level	eskimo	esquimau	Eskimo	grupo	alternativoj	prononco
level	tinti	tinter, tinter	to tinkle, to jingle	grupo	alternativoj	prononco
level	Everesto	Everest	Everest	grupo	alternativoj	prononco
level	abrupte	brusquement	abruptly	grupo	alternativoj	prononco
level	intima	intime, parce que	intimate, cose	grupo	alternativoj	prononco
level	figo	une figue	a fig	grupo	alternativoj	prononco
level	egale	également, pareil	equally, alike	grupo	alternativoj	prononco
level	fosilio	un fossile	a fossil	grupo	alternativoj	prononco
level	moralo	morale	morals	grupo	alternativoj	prononco
level	barbiro	Un barbier	a barber	grupo	alternativoj	prononco
level	bapti	baptiser	to baptize	grupo	alternativoj	prononco
level	regalo	un régal	a treat	grupo	alternativoj	prononco
level	hispano	un espagnol	a Spanish person	grupo	alternativoj	prononco
level	trikoto	un tricot, des tricots	a knit fabric, knitwear	grupo	alternativoj	prononco
level	antaŭnomo	un prénom	a first name	grupo	alternativoj	prononco
level	plumnomo	un nom de plume	a pen name	grupo	alternativoj	prononco
level	heredaĵo	un patrimoine, un héritage	a heritage, inheritance	grupo	alternativoj	prononco
level	ĉifi	se froisser, se froisser, se froisser	to crumple, to wrincle, to crinkle	grupo	alternativoj	prononco
level	indiano	un Indien	an Indian	grupo	alternativoj	prononco
level	tosto	un toast (discours de boisson)	a toast (speech of drink)	grupo	alternativoj	prononco
level	strebi	à lutter pour	to strive for	grupo	alternativoj	prononco
level	deci	être convenable, être approprié, être approprié	to befet, to be fitting, to be appropriate	grupo	alternativoj	prononco
level	burĝono	un bourgeon, un bourgeon	a bud, a burgeon	grupo	alternativoj	prononco
level	klifo	une falaise	a cliff	grupo	alternativoj	prononco
level	klimatizilo	un climatiseur	a air conditioner	grupo	alternativoj	prononco
level	konstitucio	Constitution	constitution	grupo	alternativoj	prononco
level	kerno	un noyau, un noyau	a core, a kernel	grupo	alternativoj	prononco
level	feo	une fée, un fay, un esprit	a fairy, a fay, a spirit	grupo	alternativoj	prononco
level	idealismo	idéalisme	idealism	grupo	alternativoj	prononco
level	paŝo	un pas, un rythme	a step, a pace	grupo	alternativoj	prononco
level	varti	soigner, soigner	to look after, to nurse	grupo	alternativoj	prononco
level	kandidato	un candidat, un postulant	a candidate, an applicant	grupo	alternativoj	prononco
level	pasinta	passé, dernier, passé	passed, last, past	grupo	alternativoj	prononco
level	rezulto	un résultat	a result	grupo	alternativoj	prononco
level	gondolo	une gondole	a gondola	grupo	alternativoj	prononco
level	bis	encore! bis! une fois de plus!	again! encore! one more time!	grupo	alternativoj	prononco
level	komercisto	un commerçant, un commerçant	a merchant, a trader	grupo	alternativoj	prononco
level	aloo	un aloès	an aloe	grupo	alternativoj	prononco
level	prosperi	prospérer, réussir	to prosper, to be successful	grupo	alternativoj	prononco
level	ekonomia	économique	economic	grupo	alternativoj	prononco
level	relativa	relatif	relative	grupo	alternativoj	prononco
level	baleno	une baleine	a whale	grupo	alternativoj	prononco
level	klasika	classique, classique	classical, classic	grupo	alternativoj	prononco
level	necesi	être nécessaire, se comporter	to be necessary, to behove	grupo	alternativoj	prononco
level	konsentite!	ayant accepté ! accord!	having agreed! deal!	grupo	alternativoj	prononco
level	susuri	bruisser, bruisser, soupirer	to rustle, to swish, to sough	grupo	alternativoj	prononco
level	iniciati	initier	to initiate	grupo	alternativoj	prononco
level	muelilo	un moulin, un broyeur	a mill, a grinder	grupo	alternativoj	prononco
level	matenmanĝo	petit-déjeuner, un petit-déjeuner	breakfast, a breakfast	grupo	alternativoj	prononco
level	tragedio	une tragédie	a tragedy	grupo	alternativoj	prononco
level	izoli	isoler, isoler, isoler	to isolate, to insulate, to seclude	grupo	alternativoj	prononco
level	matenmanĝi	prendre le petit déjeuner, prendre le petit déjeuner	to have breakfast, to eat breakfast	grupo	alternativoj	prononco
level	reĝimo	un régime	a regime	grupo	alternativoj	prononco
level	esperantisto	un espérantiste	an Esperantist	grupo	alternativoj	prononco
level	vespermanĝi	dîner, dîner	to have dinner, to eat dinner	grupo	alternativoj	prononco
level	pramo	un ferry, un ponton	a ferry, a pontoon	grupo	alternativoj	prononco
level	monumento	un monument	a monument	grupo	alternativoj	prononco
level	interkona vespero	une soirée d'introduction	an introductory evening	grupo	alternativoj	prononco
level	batato	une patate douce	a sweet potato	grupo	alternativoj	prononco
level	humana	humain, humanitaire	humane, humanitarian	grupo	alternativoj	prononco
level	ekspluati	exploiter, utiliser, tirer un avantage déloyal de	to exploit, to utilize, to take unfair advantage of	grupo	alternativoj	prononco
level	sufero	une souffrance, une souffrance	suffering, a suffer	grupo	alternativoj	prononco
level	solena	solennel, cérémonieux	solemn, ceremonious	grupo	alternativoj	prononco
level	Roterdamo	Rotterdam	Rotterdam	grupo	alternativoj	prononco
level	racio	raison, rationalité, raisonnement logique	reason, rationality, logical reasoning	grupo	alternativoj	prononco
level	dokumento	un document	a document	grupo	alternativoj	prononco
level	salikoko	une crevette	a shrimp	grupo	alternativoj	prononco
level	trejni	former, coacher	to train, to coach	grupo	alternativoj	prononco
level	tagmeze	à midi	at noon	grupo	alternativoj	prononco
level	sinbano	se baigner, nager	bathing, swimming	grupo	alternativoj	prononco
level	skajpo	Skype	Skype	grupo	alternativoj	prononco
level	maso	masse, morceau	mass, lump	grupo	alternativoj	prononco
level	dando	un dandy, une fashionista	a dandy, a fashionista	grupo	alternativoj	prononco
level	labortago	une journée de travail	a working day	grupo	alternativoj	prononco
level	Argentino	Argentine	Argentina	grupo	alternativoj	prononco
level	paralelo	un parallèle	a parallel	grupo	alternativoj	prononco
level	aeroplano	un avion, un avion	an airplane, an aeroplane	grupo	alternativoj	prononco
level	pipro	un poivre, un poivre noir	a pepper, a black pepper	grupo	alternativoj	prononco
level	surtuto	Un manteau	an overcoat	grupo	alternativoj	prononco
level	somera solstico	solstice d'été	summer solstice	grupo	alternativoj	prononco
level	rendevuo	un rendez-vous, un rendez-vous, une date	an appointment, a rendezvous, a date	grupo	alternativoj	prononco
level	vintra solstico	solstice d'hiver	winter solstice	grupo	alternativoj	prononco
level	papo	le pape	Pope	grupo	alternativoj	prononco
level	ferioj	vacances, vacances	holidays, vacation	grupo	alternativoj	prononco
level	tufo	une touffe	a tuft	grupo	alternativoj	prononco
level	ĉerizfloro	une fleur de cerisier	a cherry blossom	grupo	alternativoj	prononco
level	pirato	un pirate	a pirate	grupo	alternativoj	prononco
level	tendenco	une tendance, une tendance	a tendency, a trend	grupo	alternativoj	prononco
level	someraj ferioj	vacances d'été	summer holidays	grupo	alternativoj	prononco
level	Mediteraneo	méditerranéen	Mediterranean	grupo	alternativoj	prononco
level	pensiono	une maison d'hôtes, une pension	a guest house, a boarding house	grupo	alternativoj	prononco
level	vintraj ferioj	vacances d'hiver	winter holidays	grupo	alternativoj	prononco
level	kahelo	une tuile	a tile	grupo	alternativoj	prononco
level	harmonio	une harmonie, un accord	an harmony, an accord	grupo	alternativoj	prononco
level	kompetenta	compétent, capable	competent, capable	grupo	alternativoj	prononco
level	demokratio	une démocratie	a democracy	grupo	alternativoj	prononco
level	paradizo	un paradis, le paradis	a paradise, Heaven	grupo	alternativoj	prononco
level	albano	un Albanais	an Albanian	grupo	alternativoj	prononco
level	akcesoro	un complice	an accessary	grupo	alternativoj	prononco
level	kupono	un coupon, un sous	a coupon, a sub	grupo	alternativoj	prononco
level	stano	étain (métal)	tin (metal)	grupo	alternativoj	prononco
level	murpentraĵo	une peinture murale (peinture), une peinture murale	a mural (painting), a wall painting	grupo	alternativoj	prononco
level	Nederlando	Pays-Bas	Netherlands	grupo	alternativoj	prononco
level	nederlanda	Néerlandais	Dutch	grupo	alternativoj	prononco
level	nederlandano	un hollandais	a Dutch	grupo	alternativoj	prononco
level	Norvegio	Norvège	Norway	grupo	alternativoj	prononco
level	Danio	Danemark	Denmark	grupo	alternativoj	prononco
level	modifi	modifier	to modify	grupo	alternativoj	prononco
level	apogmuro	un mur de soutènement	a supporting wall	grupo	alternativoj	prononco
level	Barcelono	Barcelone	Barcelona	grupo	alternativoj	prononco
level	kompanio	une entreprise	a company	grupo	alternativoj	prononco
level	eŭro	euro	euro	grupo	alternativoj	prononco
level	persisti	persister, demeurer	to persist, to abide	grupo	alternativoj	prononco
level	pantoflo	une pantoufle	a slipper	grupo	alternativoj	prononco
level	balkanoj	Balkans	Balkans	grupo	alternativoj	prononco
level	italo	un Italien	an Italian	grupo	alternativoj	prononco
level	Bulgario	Bulgarie	Bulgaria	grupo	alternativoj	prononco
level	korekti	corriger	to correct	grupo	alternativoj	prononco
level	Brazilio	Brasília	Brasilia	grupo	alternativoj	prononco
level	maksimumo	maximum	maximum	grupo	alternativoj	prononco
level	lupeo (grandiga vitro)	une loupe (loupe)	a magnifying glass (magnifying glass)	grupo	alternativoj	prononco
level	gento	un groupe ethnique, un parent, une famille, une race, des gens	an ethnic group, kin, family, a race, people	grupo	alternativoj	prononco
level	sunvitroj	des lunettes de soleil	sunglasses	grupo	alternativoj	prononco
level	Svedio	Suède	Sweden	grupo	alternativoj	prononco
level	kartono	un carton	a cardboard	grupo	alternativoj	prononco
level	damo	une dame	a lady	grupo	alternativoj	prononco
level	struto	une autruche	an ostrich	grupo	alternativoj	prononco
level	haringo	un hareng	a herring	grupo	alternativoj	prononco
level	materio	un matériau, une affaire	a meterial, a matter	grupo	alternativoj	prononco
level	girlando	une guirlande, une couronne	a garland, a wreath	grupo	alternativoj	prononco
level	Irlando	Irlande	Ireland	grupo	alternativoj	prononco
level	sunbaniĝi	bronzer, bronzer	to sunbathe, to suntane	grupo	alternativoj	prononco
level	kulto	un culte (de culte religieux)	a cult (of religious worship)	grupo	alternativoj	prononco
level	sunombrelo	un parasol	a parasol	grupo	alternativoj	prononco
level	suna sistemo	un système solaire	a solar system	grupo	alternativoj	prononco
level	heĝo	une haie	a hedge	grupo	alternativoj	prononco
level	adori	adorer, adorer	to adore, to worship	grupo	alternativoj	prononco
level	pluvombrelo	un parapluie de pluie	a rain umbrella	grupo	alternativoj	prononco
level	fazeolo	un haricot, un haricot, un haricot d'Espagne	a bean, a haricot bean, a runner bean	grupo	alternativoj	prononco
level	deklamo	récitation, déclamation	reciting, declamation	grupo	alternativoj	prononco
level	maleolo	une cheville, une malléole	an ankle, a malleolus	grupo	alternativoj	prononco
level	instanco	une instance, un tribunal, une juridiction	an instance, a court, a jurisdiction	grupo	alternativoj	prononco
level	digesti	digérer	to digest	grupo	alternativoj	prononco
level	irano	L'Iran	Iran	grupo	alternativoj	prononco
level	pluvmantelo	un imperméable	a raincoat	grupo	alternativoj	prononco
level	kompensi	compenser, réparer	to compensate, to make amends for	grupo	alternativoj	prononco
level	traktato	un traité, un paquet, un traité	a treaty, a packt, a treatise	grupo	alternativoj	prononco
level	akordo	un accord, un accord, un accord	an accord, an agreement, a chord	grupo	alternativoj	prononco
level	pluvego	une forte pluie, une averse	a heavy rain, downpour	grupo	alternativoj	prononco
level	uniformo	un uniforme	a uniform	grupo	alternativoj	prononco
level	venĝi	se venger, se venger	to revenge, to avenge	grupo	alternativoj	prononco
level	ekpluvo	une averse, il commence à pleuvoir	a shower, starting to rain	grupo	alternativoj	prononco
level	higieno	hygiène	hygiene	grupo	alternativoj	prononco
level	sekci	couper, croiser, disséquer	to cut, to intersect, to dissect	grupo	alternativoj	prononco
level	karno	chair, viande	flesh, meat	grupo	alternativoj	prononco
level	pudro	une poudre	a powder	grupo	alternativoj	prononco
level	rilato	relation, rapport	relationship, relation	grupo	alternativoj	prononco
level	fripono	un voyou, un coquin, un escroc, un escroc	a rogue, a rascal, a crook, a swindler	grupo	alternativoj	prononco
level	greko	un Grec	a Greek person	grupo	alternativoj	prononco
level	ekvatoro	Équateur	Equator	grupo	alternativoj	prononco
level	kruciĝvojo	à travers la route	a cross road	grupo	alternativoj	prononco
level	pekli	mariner, faire du maïs (dans du sel)	to pickle, to corn (in salt)	grupo	alternativoj	prononco
level	proverbo	un proverbe	a proverb	grupo	alternativoj	prononco
level	neglekti	négliger	to neglect	grupo	alternativoj	prononco
level	kafkruĉo	une cafetière	a coffee pot	grupo	alternativoj	prononco
level	ansero	une oie	a goose	grupo	alternativoj	prononco
level	raŭpo	Une chenille	a caterpillar	grupo	alternativoj	prononco
level	buĉi	boucher, abattre	to butcher, to slaughter	grupo	alternativoj	prononco
level	italia	italie	italia	grupo	alternativoj	prononco
level	vojponto	un pont routier	a road bridge	grupo	alternativoj	prononco
level	Japanio	Japon	Japan	grupo	alternativoj	prononco
level	japana	Japonais	Japanese	grupo	alternativoj	prononco
level	pontlingvo	une langue passerelle	a bridge language	grupo	alternativoj	prononco
level	redukti	réduire	to reduce	grupo	alternativoj	prononco
level	cinamo	une cannelle	a cinnamon	grupo	alternativoj	prononco
level	oceano	un océan	an ocean	grupo	alternativoj	prononco
level	multipliki	multiplier	to multiply	grupo	alternativoj	prononco
level	doto	une dot	a dowry	grupo	alternativoj	prononco
level	paŭzo	une pause, une pause, un entracte	a pause, a break, an intermission	grupo	alternativoj	prononco
level	kaskedo	une casquette (avec visière)	a cap (with visor)	grupo	alternativoj	prononco
level	konversacii	converser, parler, dialoguer	to converse, to talk, to dialogue	grupo	alternativoj	prononco
level	kafopaŭzo	une pause café	a coffee break	grupo	alternativoj	prononco
