C.pt content.tsv
Level	Esperanto	pt	en-us	Grupo	Alternativoj	Pronoco
level	ebria	bêbado, embriagado	drunk, inebriated	grupo	alternativoj	prononco
level	sudano	Sudão	Sudan	grupo	alternativoj	prononco
level	fleksi	dobrar	to bend	grupo	alternativoj	prononco
level	naŭzi	enjoar	to nauseate	grupo	alternativoj	prononco
level	likva	líquido	liquid	grupo	alternativoj	prononco
level	kupro	cobre	copper	grupo	alternativoj	prononco
level	hoko	um gancho	a hook	grupo	alternativoj	prononco
level	pafilo	uma arma	a gun	grupo	alternativoj	prononco
level	filmi	filmar, fazer um filme	to film, to shoot a film	grupo	alternativoj	prononco
level	bremso	um freio	a brake	grupo	alternativoj	prononco
level	tereno	um campus, um terreno, um terreno	a campus, a terrain, a ground	grupo	alternativoj	prononco
level	nigra tabulo	um quadro-negro	a black board	grupo	alternativoj	prononco
level	foiro	uma feira, um mercado	a fair, a market	grupo	alternativoj	prononco
level	ĉimpanzo	um chimpanzé	a chimpanzee	grupo	alternativoj	prononco
level	aktiva	ativo	active	grupo	alternativoj	prononco
level	juvelo	uma joia, uma gema (=gemo)	a jewel, a gem (=gemo)	grupo	alternativoj	prononco
level	tendumi (kampadi)	acampar	to camp	grupo	alternativoj	prononco
level	malliberejo	uma prisão	a prison	grupo	alternativoj	prononco
level	studprogramo	um programa de estudos	a study program	grupo	alternativoj	prononco
level	avida	ambicioso	greedy	grupo	alternativoj	prononco
level	flari	cheirar	to smell	grupo	alternativoj	prononco
level	garantii	garantir, garantir	to guarantee, to warrant	grupo	alternativoj	prononco
level	ĉeno	uma corrente	a chain	grupo	alternativoj	prononco
level	sekcio	uma secção	a section	grupo	alternativoj	prononco
level	akuzativo	um acusativo	an accusative	grupo	alternativoj	prononco
level	kandelo	uma vela	a candle	grupo	alternativoj	prononco
level	konfirmi	confirmar	to confirm	grupo	alternativoj	prononco
level	pando	um panda	a panda	grupo	alternativoj	prononco
level	kultivi	cultivar (frutas, legumes)	to cultivate (fruits, vegetables)	grupo	alternativoj	prononco
level	sojlo	um peitoril, um limiar	a sill, a threshold	grupo	alternativoj	prononco
level	lacigi	esgotar, cansar, cansar	to exhaust, to fatique, to tire	grupo	alternativoj	prononco
level	skribilaro	utensílios de limpeza, estacionários	witing utensils, stationary	grupo	alternativoj	prononco
level	ĵaluza	ciúmes	jealous	grupo	alternativoj	prononco
level	kamiono	um caminhão, um caminhão, um caminhão	a camion, a lorry, a truck	grupo	alternativoj	prononco
level	barakti	lutar	to struggle	grupo	alternativoj	prononco
level	svingi	balançar, agitar	to swing, to shake	grupo	alternativoj	prononco
level	ŝovi	empurrar, empurrar	to shove, to push along	grupo	alternativoj	prononco
level	tendo	uma tenda	a tent	grupo	alternativoj	prononco
level	preteksto	uma desculpa, um pretexto	an excuse, a pretext	grupo	alternativoj	prononco
level	simpatia	simpático	sympathetic	grupo	alternativoj	prononco
level	mino	uma mina	a mine	grupo	alternativoj	prononco
level	fantazia	fantástico	fantastic	grupo	alternativoj	prononco
level	komika	cômico, cômico	comic, comical	grupo	alternativoj	prononco
level	kruta	íngreme	steep	grupo	alternativoj	prononco
level	festeni	banquetear, festejar	to banquet, to feast	grupo	alternativoj	prononco
level	alergio	alergia	allergy	grupo	alternativoj	prononco
level	juro	uma lei	a law	grupo	alternativoj	prononco
level	ekspozicio	uma exposição, uma exposição	an exhibition, an exposition	grupo	alternativoj	prononco
level	akordiono	um acordeão	an accordion	grupo	alternativoj	prononco
level	sfero	uma esfera, uma bola	a sphere, a ball	grupo	alternativoj	prononco
level	almozulo	um mendigo	a beggar	grupo	alternativoj	prononco
level	maĉi	mastigar, mastigar	to masticate, to chew	grupo	alternativoj	prononco
level	virto	uma virtude	a virtue	grupo	alternativoj	prononco
level	turmenti	atormentar, torturar	to torment, to torture	grupo	alternativoj	prononco
level	anonctabulo	um quadro de avisos	a notice board	grupo	alternativoj	prononco
level	minus	menos	minus	grupo	alternativoj	prononco
level	boji	latir	to bark	grupo	alternativoj	prononco
level	atestilo, atestaĵo	um certificado, um atestado	a certificate, an attestation	grupo	alternativoj	prononco
level	fendo	uma divisão, uma fenda, uma rachadura	a split, a slot, a crack	grupo	alternativoj	prononco
level	almozo	esmola, caridade	alms, charity	grupo	alternativoj	prononco
level	havigi	fornecer, obter, adquirir	to provide with, to get for, to procure	grupo	alternativoj	prononco
level	aŭtografio	uma autografia, autobiografia (=aŭtobiografio)	an autography, autobiography (=aŭtobiografio)	grupo	alternativoj	prononco
level	suspekti	suspeitar	to suspect	grupo	alternativoj	prononco
level	trezoro	um tesouro	a treasure	grupo	alternativoj	prononco
level	stango	uma vara, um poste, uma barra	a rod, a pole, a bar	grupo	alternativoj	prononco
level	balailo	uma vassoura, uma varredora	a broom, a sweeper	grupo	alternativoj	prononco
level	rekompenco	uma compensação, uma recompensa	a compensation, a reward	grupo	alternativoj	prononco
level	kopio	uma cópia	a copy	grupo	alternativoj	prononco
level	domego	uma villa, uma mansão, uma casa grande, um edifício	a villa, a mansion, a big house, a building	grupo	alternativoj	prononco
level	pasko	Páscoa	Easter	grupo	alternativoj	prononco
level	Peruo	Peru	Peru	grupo	alternativoj	prononco
level	menso	mente	mind	grupo	alternativoj	prononco
level	eleganta	elegante	elegant	grupo	alternativoj	prononco
level	ekvadoro	Equador	Ecuador	grupo	alternativoj	prononco
level	barbirejo	um salão de cabeleireiro, uma barbearia	a hairdressing salon, a barbor shop	grupo	alternativoj	prononco
level	bubo	um patife, um pirralho, um moleque	a knave, a brat, an urchin	grupo	alternativoj	prononco
level	gvineo	Guiné	Guinea	grupo	alternativoj	prononco
level	civilizi	civilizar	to civilize	grupo	alternativoj	prononco
level	insulti	Para insultar	to insult	grupo	alternativoj	prononco
level	komisiono	uma comissão, um comitê	a commission, a comittee	grupo	alternativoj	prononco
level	colo	uma polegada	an inch	grupo	alternativoj	prononco
level	admoni	admoestar, exortar, aconselhar, censurar	to admonish, to exhort, to advice, to censure	grupo	alternativoj	prononco
level	bildkadro	um porta-retratos	a picture frame	grupo	alternativoj	prononco
level	serena	sereno, calmo, imperturbável	serene, calm, untroubled	grupo	alternativoj	prononco
level	nervo	um nervo	a nerve	grupo	alternativoj	prononco
level	kuglo	uma bala	a bullet	grupo	alternativoj	prononco
level	pilgrimi	ir em peregrinação	to go on a pilgrimage	grupo	alternativoj	prononco
level	kaso	uma caixa de dinheiro, uma bolsa, um cofre, um cofre	a cash box, a purse, a money box, coffer	grupo	alternativoj	prononco
level	penti	arrepender-se	to repent	grupo	alternativoj	prononco
level	libano	Líbano	Lebanon	grupo	alternativoj	prononco
level	barelo	um barril	a barrel	grupo	alternativoj	prononco
level	botaniko	botânica	botany	grupo	alternativoj	prononco
level	merkato	um mercado	a market	grupo	alternativoj	prononco
level	koncerto	um concerto	a concert	grupo	alternativoj	prononco
level	projekto	um projeto	a project	grupo	alternativoj	prononco
level	komplimento	um elogio	a compliment	grupo	alternativoj	prononco
level	cirklo	um círculo, um disco	a circle, a disk	grupo	alternativoj	prononco
level	konjekti	fazer uma conjectura, adivinhar	to make a conjecture, to guess	grupo	alternativoj	prononco
level	ĵudo	judo	judo	grupo	alternativoj	prononco
level	teksto	texto, um texto, uma letra	text, a text, a lyric	grupo	alternativoj	prononco
level	konkuri	competir, disputar	to compete, to contend	grupo	alternativoj	prononco
level	rezervo	uma reserva	a reserve	grupo	alternativoj	prononco
level	kabineto	um cabinete	a cabinet	grupo	alternativoj	prononco
level	marĉo	um pântano, um pântano	a marsh, a swamp	grupo	alternativoj	prononco
level	advokato	um advogado, um advogado, um advogado	a barrister, a lawyer, an advocate	grupo	alternativoj	prononco
level	ceramiko	cerâmica, cerâmica	ceramics, pottery	grupo	alternativoj	prononco
level	histerio	histeria, excitação	hysteria, excitement	grupo	alternativoj	prononco
level	golfo	um golfo	a gulf	grupo	alternativoj	prononco
level	periodo	período, um período	period, a period	grupo	alternativoj	prononco
level	etiopo	um etíope	an Ethiopian	grupo	alternativoj	prononco
level	pejzaĝo	paisagem, cenário	landscape, scenary	grupo	alternativoj	prononco
level	psikologo	um psicólogo	a psychologist	grupo	alternativoj	prononco
level	kverko	um carvalho	an oak	grupo	alternativoj	prononco
level	kaprica	caprichoso, agitado, caprichoso	capricious, fitful, whimsical	grupo	alternativoj	prononco
level	neto	uma cópia final, uma cópia justa	a final copy, a fair copy	grupo	alternativoj	prononco
level	kazo	um caso, caso, assunto	a case, affair, matter	grupo	alternativoj	prononco
level	sveni	desmaiar, desmaiar	to faint, to swoon	grupo	alternativoj	prononco
level	rosti	para assar	to roast	grupo	alternativoj	prononco
level	bazaro	um bazar, um mercado, uma feira	a bazaar, a market, a fair	grupo	alternativoj	prononco
level	liberio	Libéria	Liberia	grupo	alternativoj	prononco
level	anteno	uma antena, uma antena, um apalpador	an antenna, an aerial, a feeler	grupo	alternativoj	prononco
level	tegi	sobrepor, revestir	to overlay, to coat	grupo	alternativoj	prononco
level	Aŭstralio	Austrália	Australia	grupo	alternativoj	prononco
level	frakasi	bater, quebrar, esmagar	to crash, to shatter, to smash	grupo	alternativoj	prononco
level	kliento	um cliente, um cliente, um paciente	a client, a customer, a patient	grupo	alternativoj	prononco
level	ronki	grunhir, roncar	to grunt, to snore	grupo	alternativoj	prononco
level	judaismo	judaísmo	Judaism	grupo	alternativoj	prononco
level	afikso	um afixo	an affix	grupo	alternativoj	prononco
level	fanfaroni	gabar-se, vangloriar-se	to brag, to boast	grupo	alternativoj	prononco
level	kapsiko	uma pimenta vermelha	a red pepper	grupo	alternativoj	prononco
level	probabla	provável, provável	probable, likely	grupo	alternativoj	prononco
level	segi	ver	to saw	grupo	alternativoj	prononco
level	melankolio	melancolia, melancolia, melancolia	melancholy, melancholia, gloom	grupo	alternativoj	prononco
level	panamo	Panamá	Panama	grupo	alternativoj	prononco
level	mekaniko	mecânica (=meĥaniko)	mechanics (=meĥaniko)	grupo	alternativoj	prononco
level	ŝvebi	pairar, flutuar	to hover, to float	grupo	alternativoj	prononco
level	latvo	um letão	a Latvian	grupo	alternativoj	prononco
level	kateno	um algema, uma restrição, uma catenária	a shacle, a restraint, a catenary	grupo	alternativoj	prononco
level	bori	perfurar, perfurar	to bore, to drill	grupo	alternativoj	prononco
level	apartamento	um apartamento, um apartamento	an apartment, a flat	grupo	alternativoj	prononco
level	hajlo	salve, um salve	hail, a hail	grupo	alternativoj	prononco
level	silko	seda	silk	grupo	alternativoj	prononco
level	putri	utrefificar, apodrecer, decair, apodrecer	to utrefy, to putrify, to decay, to fester	grupo	alternativoj	prononco
level	melki	ordenhar	to milk	grupo	alternativoj	prononco
level	signalo	um sinal, um sinal	a signal, a sign	grupo	alternativoj	prononco
level	lifto	um elevador, um elevador	a lift, an elevator	grupo	alternativoj	prononco
level	intensa	intenso, intensivo	intense, intensive	grupo	alternativoj	prononco
level	ekvilibro	um equilíbrio, equilíbrio	an equilibrium, balance	grupo	alternativoj	prononco
level	tradicio	uma tradição	a tradition	grupo	alternativoj	prononco
level	enigmo	um enigma, um quebra-cabeça, um enigma	an enigma, a puzzle, a riddle	grupo	alternativoj	prononco
level	friti	fritar, refogar	to fry, to sauté	grupo	alternativoj	prononco
level	kripla	deficiente, aleijado, enfermo, mutilado	handicapped, crippled, infirm, mutilated	grupo	alternativoj	prononco
level	kanzono	uma chanson, uma canzone, uma balada	a chanson, a canzone, a ballad song	grupo	alternativoj	prononco
level	veneno	um veneno, um veneno	a venom, a poison	grupo	alternativoj	prononco
level	kontrakti	fazer um contrato	to make a contract	grupo	alternativoj	prononco
level	konfitaĵo	uma geléia conservada	a conserved jam	grupo	alternativoj	prononco
level	orfo	um órfão	an orphan	grupo	alternativoj	prononco
level	avenuo	uma avenida	an avenue	grupo	alternativoj	prononco
level	betulo	uma bétula	a birch tree	grupo	alternativoj	prononco
level	konko	uma concha do mar, uma concha	a sea shell, a conch	grupo	alternativoj	prononco
level	grajno	um grão, um grânulo	a grain, a granule	grupo	alternativoj	prononco
level	principo	um princípio	a principle	grupo	alternativoj	prononco
level	humida	úmido, úmido, úmido	humid, moist, damp	grupo	alternativoj	prononco
level	hufo	um casco	a hoof	grupo	alternativoj	prononco
level	Urugvajo	Uruguai	Uruguay	grupo	alternativoj	prononco
level	kemio	química (=hemio)	chemistry (=ĥemio)	grupo	alternativoj	prononco
level	pumpi	bombear	to pump	grupo	alternativoj	prononco
level	krado	travessas, grade, grelha, grelha, grelha, treliça	crossbars, grating, grill, grate, grille, lattice	grupo	alternativoj	prononco
level	budo	um estande, um quiosque, um estande	a booth, a kiosk, a stand	grupo	alternativoj	prononco
level	Bolivio	Bolívia	Bolivia	grupo	alternativoj	prononco
level	ŝtalo	aço	steel	grupo	alternativoj	prononco
level	masaĝo	massagem	massage	grupo	alternativoj	prononco
level	krutaĵo	um íngreme, um penhasco, um blefe	a steep, a cliff, a bluff	grupo	alternativoj	prononco
level	munti	montar (jóias), fixar, montar	to mount (jewelry), to set, to assemble	grupo	alternativoj	prononco
level	sprita	inteligente, alegre, espirituoso, brilhante, alegre	clever, sprightly, witty, bright, sprightful	grupo	alternativoj	prononco
level	kuirpoto	uma panela, uma panela para ensopado	a cooking pot, a stew pot	grupo	alternativoj	prononco
level	tribunalo	um tribunal, um tribunal	a tribunal, a court	grupo	alternativoj	prononco
level	epilogo	um epílogo	an epilogue	grupo	alternativoj	prononco
level	motoro	um motor, um motor	a motor, an engine	grupo	alternativoj	prononco
level	lavopelvo (lavovazo)	uma panela (um lavatório)	a washpot (a wash basin)	grupo	alternativoj	prononco
level	farbo	tingir, pintar	dye, paint	grupo	alternativoj	prononco
level	transitiva	transitivo	transitive	grupo	alternativoj	prononco
level	leopardo	um leopardo	a leopard	grupo	alternativoj	prononco
level	vualo	Um véu	a veil	grupo	alternativoj	prononco
level	vergo	uma vara, uma varinha, uma bengala, um interruptor	a rod, a wand, a cane, a switch	grupo	alternativoj	prononco
level	luktado	uma luta livre	a wrestling	grupo	alternativoj	prononco
level	ŝelo	uma casca, casca, casca, casca	a shell, bark, husk, peel	grupo	alternativoj	prononco
level	maĉgumo	uma goma de mascar	a chewing gum	grupo	alternativoj	prononco
level	senso	um sentido, sentimento	a sense, feeling	grupo	alternativoj	prononco
level	sagaca	sagaz, astuto, perspicaz	sagacious, astute, shrewd	grupo	alternativoj	prononco
level	magiisto	um mágico	a magician	grupo	alternativoj	prononco
level	modera	moderado, razoável	moderate, reasonable	grupo	alternativoj	prononco
level	vindi	embrulhar, embrulhar, embrulhar	to wrap, to swathe, to swaddle	grupo	alternativoj	prononco
level	prologo	um prólogo	a prologue	grupo	alternativoj	prononco
level	Polinezio	Polinésia	Polynesia	grupo	alternativoj	prononco
level	Tunizio	Tunísia	Tunisia	grupo	alternativoj	prononco
level	sobra	sóbrio, abstêmio, sóbrio	sober, abstemious, staid	grupo	alternativoj	prononco
level	Birmo	Mianmar	Myanmar	grupo	alternativoj	prononco
level	asekuri	para segurar	to insure	grupo	alternativoj	prononco
level	fono	fundo	background	grupo	alternativoj	prononco
level	Gvatemalo	Guatemala	Guatemala	grupo	alternativoj	prononco
