C.fa content.tsv
Level	Esperanto	fa	en-us	Grupo	Alternativoj	Pronoco
level	ekvilibro	یک تعادل، تعادل	an equilibrium, balance	grupo	alternativoj	prononco
level	tradicio	یک سنت	a tradition	grupo	alternativoj	prononco
level	enigmo	یک معما، یک معما، یک معما	an enigma, a puzzle, a riddle	grupo	alternativoj	prononco
level	friti	سرخ کردن، تفت دادن	to fry, to sauté	grupo	alternativoj	prononco
level	kripla	معلول، ناتوان، ناتوان، مثله شده	handicapped, crippled, infirm, mutilated	grupo	alternativoj	prononco
level	kanzono	یک آهنگ، یک آهنگ، یک آهنگ تصنیف	a chanson, a canzone, a ballad song	grupo	alternativoj	prononco
level	veneno	یک زهر، یک سم	a venom, a poison	grupo	alternativoj	prononco
level	kontrakti	برای بستن قرارداد	to make a contract	grupo	alternativoj	prononco
level	konfitaĵo	یک مربای کنسرو شده	a conserved jam	grupo	alternativoj	prononco
level	orfo	یک یتیم	an orphan	grupo	alternativoj	prononco
level	avenuo	یک خیابان	an avenue	grupo	alternativoj	prononco
level	betulo	یک درخت توس	a birch tree	grupo	alternativoj	prononco
level	konko	یک صدف دریایی، یک صدف	a sea shell, a conch	grupo	alternativoj	prononco
level	grajno	یک دانه، یک دانه	a grain, a granule	grupo	alternativoj	prononco
level	principo	یک اصل	a principle	grupo	alternativoj	prononco
level	humida	مرطوب، مرطوب، مرطوب	humid, moist, damp	grupo	alternativoj	prononco
level	hufo	یک سم	a hoof	grupo	alternativoj	prononco
level	Urugvajo	اروگوئه	Uruguay	grupo	alternativoj	prononco
level	kemio	شیمی (=ĥemio)	chemistry (=ĥemio)	grupo	alternativoj	prononco
level	pumpi	پمپاژ کردن	to pump	grupo	alternativoj	prononco
level	krado	میله های متقاطع، توری، گریل، رنده، توری، مشبک	crossbars, grating, grill, grate, grille, lattice	grupo	alternativoj	prononco
level	budo	یک غرفه، یک کیوسک، یک غرفه	a booth, a kiosk, a stand	grupo	alternativoj	prononco
level	Bolivio	بولیوی	Bolivia	grupo	alternativoj	prononco
level	ŝtalo	فولاد	steel	grupo	alternativoj	prononco
level	masaĝo	ماساژ	massage	grupo	alternativoj	prononco
level	krutaĵo	یک شیب، یک صخره، یک بلوف	a steep, a cliff, a bluff	grupo	alternativoj	prononco
level	munti	سوار کردن (جواهرات)، چیدن، جمع کردن	to mount (jewelry), to set, to assemble	grupo	alternativoj	prononco
level	sprita	باهوش، باهوش، شوخ، روشن، باهوش	clever, sprightly, witty, bright, sprightful	grupo	alternativoj	prononco
level	kuirpoto	دیگ آشپزی، دیگ خورش	a cooking pot, a stew pot	grupo	alternativoj	prononco
level	tribunalo	یک دادگاه، یک دادگاه	a tribunal, a court	grupo	alternativoj	prononco
level	epilogo	یک پایان	an epilogue	grupo	alternativoj	prononco
level	motoro	یک موتور، یک موتور	a motor, an engine	grupo	alternativoj	prononco
level	lavopelvo (lavovazo)	ظرف شویی (لگن شستشو)	a washpot (a wash basin)	grupo	alternativoj	prononco
level	farbo	رنگ، رنگ	dye, paint	grupo	alternativoj	prononco
level	transitiva	متعدی	transitive	grupo	alternativoj	prononco
level	leopardo	یک پلنگ	a leopard	grupo	alternativoj	prononco
level	vualo	حجاب	a veil	grupo	alternativoj	prononco
level	vergo	یک میله، یک گرز، یک عصا، یک کلید	a rod, a wand, a cane, a switch	grupo	alternativoj	prononco
level	luktado	یک کشتی	a wrestling	grupo	alternativoj	prononco
level	ŝelo	یک پوسته، پوست، پوسته، پوست	a shell, bark, husk, peel	grupo	alternativoj	prononco
level	maĉgumo	یک آدامس	a chewing gum	grupo	alternativoj	prononco
level	senso	یک حس، احساس	a sense, feeling	grupo	alternativoj	prononco
level	sagaca	خردمند، زیرک، زیرک	sagacious, astute, shrewd	grupo	alternativoj	prononco
level	magiisto	یک شعبده باز	a magician	grupo	alternativoj	prononco
level	modera	معتدل، معقول	moderate, reasonable	grupo	alternativoj	prononco
level	vindi	پیچیدن، پیچیدن، قنداق کردن	to wrap, to swathe, to swaddle	grupo	alternativoj	prononco
level	prologo	یک پیش درآمد	a prologue	grupo	alternativoj	prononco
level	Polinezio	پولینزی	Polynesia	grupo	alternativoj	prononco
level	Tunizio	تونس	Tunisia	grupo	alternativoj	prononco
level	sobra	هوشیار، پرهیزکار، راکد	sober, abstemious, staid	grupo	alternativoj	prononco
level	Birmo	میانمار	Myanmar	grupo	alternativoj	prononco
level	asekuri	بیمه کردن	to insure	grupo	alternativoj	prononco
level	fono	زمینه	background	grupo	alternativoj	prononco
level	Gvatemalo	گواتمالا	Guatemala	grupo	alternativoj	prononco
level	pulvoro	پودر	powder	grupo	alternativoj	prononco
level	velki	پژمرده شدن، محو شدن	to wither, to fade	grupo	alternativoj	prononco
level	baterio	یک باطری	a battery	grupo	alternativoj	prononco
level	Nikaragvo	نیکاراگوئه	Nicaragua	grupo	alternativoj	prononco
level	faŭko	یک آرواره، یک ماو، یک دهان (تونل)	a jaws, a maw, a mouth (of a tunnel)	grupo	alternativoj	prononco
level	Kostariko	کاستاریکا	Costa Rica	grupo	alternativoj	prononco
level	medalo	یک مدال	a medal	grupo	alternativoj	prononco
level	Paragvajo	پاراگوئه	Paraguay	grupo	alternativoj	prononco
level	aligatoro	یک تمساح	an alligator	grupo	alternativoj	prononco
level	tempesto	یک طوفان، یک طوفان	a tempest, a storm	grupo	alternativoj	prononco
level	kordo	یک بند ناف، یک رشته	a cord, a string	grupo	alternativoj	prononco
level	hipopotamo	اسب آبی، اسب آبی	a hippopotamus, a hippo	grupo	alternativoj	prononco
level	striki	اعتصاب کردن	to go on strike	grupo	alternativoj	prononco
level	monako (-aĥo)	یک موناچ	a monach	grupo	alternativoj	prononco
level	petrolo	نفت، روغن پارافین	petroleum, paraffin-oil	grupo	alternativoj	prononco
level	konfiti	برای حفظ (در شکر)، قندی	to preserve (in sugar), candied	grupo	alternativoj	prononco
level	alineo	تورفتگی پاراگراف	paragraph indentation	grupo	alternativoj	prononco
level	motorbiciklo	یک موتور سیکلت	a motorbicycle	grupo	alternativoj	prononco
level	organismo	یک ارگانیسم	an organism	grupo	alternativoj	prononco
level	procedi	برای ادامه	to proceed	grupo	alternativoj	prononco
level	ĉerizo	یک گیلاس	a cherry	grupo	alternativoj	prononco
level	ritmo	ریتم	rhythm	grupo	alternativoj	prononco
level	broŝuro	یک بروشور، یک جزوه، یک جزوه	a brochure, a leaflet, a pamphlet	grupo	alternativoj	prononco
level	orfejo	یک پرورشگاه	an orphanage	grupo	alternativoj	prononco
level	ornamaĵo	یک زینت	an ornament	grupo	alternativoj	prononco
level	provizora	موقت، موقت	provisional, temporary	grupo	alternativoj	prononco
level	kalkano	یک پاشنه	a heel	grupo	alternativoj	prononco
level	apoteko	یک داروخانه، یک داروخانه	a pharmacy, a drugstore	grupo	alternativoj	prononco
level	jaguaro	یک جگوار	a jaguar	grupo	alternativoj	prononco
level	persimono	یک خرمالو	a persimon	grupo	alternativoj	prononco
level	pesilo	یک تعادل، یک ترازو	a balance, a scale	grupo	alternativoj	prononco
level	improvizi	بداهه سازی کردن	to improvise	grupo	alternativoj	prononco
level	fosto	یک تیرک، یک تیرک، یک تکیه گاه عمودی	a post, a pole, an upright support	grupo	alternativoj	prononco
level	pico	یک پیتزا	a pizza	grupo	alternativoj	prononco
level	sitelo	یک سطل، یک سطل	a bucket, a pail	grupo	alternativoj	prononco
level	parkere	از قلب، از حافظه، به یاد	by heart, from memory, by rote	grupo	alternativoj	prononco
level	akurata	دقیق، وقت شناس، دقیق	accurate, punctual, precise	grupo	alternativoj	prononco
level	rito	مناسک	rite	grupo	alternativoj	prononco
level	nodo	یک گره، یک گره	a node, a knot	grupo	alternativoj	prononco
level	polpo (okpieda)	یک هشت پا	an octopus	grupo	alternativoj	prononco
level	degeli	ذوب شدن، ذوب شدن	to melt, to thaw	grupo	alternativoj	prononco
level	pinĉi	نیشگون گرفتن	to pinch	grupo	alternativoj	prononco
level	paniko	یک وحشت	a panic	grupo	alternativoj	prononco
level	piro	یک گلابی (میوه)	a pear (fruit)	grupo	alternativoj	prononco
level	trempi	فرو بردن، خیساندن، غوطه ور کردن	to dip, to soak, to immerse	grupo	alternativoj	prononco
level	pelto	یک کت خز، خز، پوست، تکه خز	a fur coat, fur, pelt, fur piece	grupo	alternativoj	prononco
level	preskribo (recepto)	یک نسخه، دستور العمل	a prescription, recipe	grupo	alternativoj	prononco
level	princino	یک شاهزاده خانم	a princess	grupo	alternativoj	prononco
level	masto	یک دکل، یک تیرک	a mast, a pole	grupo	alternativoj	prononco
level	kino	یک سینما	a cinema	grupo	alternativoj	prononco
level	bombono	یک بون، یک آب نبات، یک شیرینی	a bon-bon, a candy, a sweet	grupo	alternativoj	prononco
level	funto	یک پوند	a pound	grupo	alternativoj	prononco
level	ananaso	یک آناناس	a pine apple	grupo	alternativoj	prononco
level	tajloro	یک خیاط	a tailor	grupo	alternativoj	prononco
level	veterano	یک جانباز	a veteran	grupo	alternativoj	prononco
level	revolucio	یک انقلاب	a revolution	grupo	alternativoj	prononco
level	krusto	پوسته، پوشش، پوشش خارجی سخت	crust, casing, hard outer covering	grupo	alternativoj	prononco
level	kompaso	یک قطب نما	a compass	grupo	alternativoj	prononco
level	rizkampo	یک مزرعه برنج، یک شالیزار	a rice field, a paddy field	grupo	alternativoj	prononco
level	katedralo	یک کلیسای جامع	a cathedral	grupo	alternativoj	prononco
level	roboto	یک ربات	a robot	grupo	alternativoj	prononco
level	parfumo	یک عطر	a perfume	grupo	alternativoj	prononco
level	margarino	مارگارین	margarine	grupo	alternativoj	prononco
level	ripo	یک دنده (استخوان)	a rib (bone)	grupo	alternativoj	prononco
level	rulŝtuparo	یک پله برقی	an escalator	grupo	alternativoj	prononco
level	kostumo	لباس، لباس، سبک لباس	costume, outfit, style of dress	grupo	alternativoj	prononco
level	pulmo	یک ریه	a lung	grupo	alternativoj	prononco
level	infinitivo	مصدر	infinitive	grupo	alternativoj	prononco
level	segilo	یک اره، اره	a saw, saws	grupo	alternativoj	prononco
level	prozo	یک نثر	a prose	grupo	alternativoj	prononco
level	mekanismo	دستگاه، مکانیزم	device, a mechanism	grupo	alternativoj	prononco
level	skanilo	یک اسکنر	a scanner	grupo	alternativoj	prononco
level	benzino	بنزین، بنزین	gasoline, petrol	grupo	alternativoj	prononco
level	plumbo	فلز سرب)	lead (metal)	grupo	alternativoj	prononco
level	leki	لیسیدن	to lick	grupo	alternativoj	prononco
level	akuzi	متهم کردن	to accuse	grupo	alternativoj	prononco
level	redakti	برای ویرایش	to edit	grupo	alternativoj	prononco
level	ŝraŭbo	یک پیچ	a screw	grupo	alternativoj	prononco
level	komo	یک کاما	a comma	grupo	alternativoj	prononco
level	surdulo	یک ناشنوا	a deaf	grupo	alternativoj	prononco
level	konduktoro	یک هادی	a conductor	grupo	alternativoj	prononco
level	kreto	یک گچ	a chalk	grupo	alternativoj	prononco
level	eklezio	یک کلیسا (سازمان)	a church (organization)	grupo	alternativoj	prononco
level	protagonisto	یک قهرمان داستان	a protagonist	grupo	alternativoj	prononco
level	Eŭropo	اروپا	europe	grupo	alternativoj	prononco
level	tajfuno	یک طوفان	a typhoon	grupo	alternativoj	prononco
level	sentimentala	احساساتی	sentimental	grupo	alternativoj	prononco
level	korko	یک چوب پنبه، یک درپوش	a cork, a stopper	grupo	alternativoj	prononco
level	stampo	یک مهر، یک مهر، یک علامت	a stamp, a seal, a mark	grupo	alternativoj	prononco
level	olivo	یک زیتون	an olive	grupo	alternativoj	prononco
level	kazino	یک کازینو	a casino	grupo	alternativoj	prononco
level	terno	یک عطسه	a sneeze	grupo	alternativoj	prononco
level	barikado	یک سد	a barricade	grupo	alternativoj	prononco
level	tertremo (sismo)	زلزله	an earthquake	grupo	alternativoj	prononco
level	telegramo	یک تلگرام	a telegram	grupo	alternativoj	prononco
level	prononci	تلفظ کردن	to pronounce	grupo	alternativoj	prononco
level	tornado	یک طوفان	a tornado	grupo	alternativoj	prononco
level	objektiva	هدف، واقعگرایانه	objective	grupo	alternativoj	prononco
level	drapo	یک پارچه پشمی، یک پارچه	a woolen cloth, a cloth	grupo	alternativoj	prononco
level	ungotondilo	یک قیچی ناخن	a nail-scissors	grupo	alternativoj	prononco
level	vakupurigilo	جاروبرقی (=polvosuĉilo)	a vacuum cleaner (=polvosuĉilo)	grupo	alternativoj	prononco
level	perei	از بین رفتن	to perish	grupo	alternativoj	prononco
level	afranki	پیش پرداخت (هزینه پست)، گذاشتن تمبر	to prepay (postage), to put on stamps	grupo	alternativoj	prononco
level	luli	آرام کردن، گهواره کردن، تکان دادن	to lull, to cradle, to rock	grupo	alternativoj	prononco
level	vakcino	یک واکسن	a vaccine	grupo	alternativoj	prononco
level	gorilo	یک گوریل	a gorilla	grupo	alternativoj	prononco
level	vojaĝagentejo	یک آژانس مسافرتی	a travel agency	grupo	alternativoj	prononco
level	patrono	یک حامی	a patron	grupo	alternativoj	prononco
level	abstini	خودداری کردن	to abstain	grupo	alternativoj	prononco
level	bulvardo	یک بلوار	a boulevard	grupo	alternativoj	prononco
level	portalo	یک پورتال، یک دروازه	a portal, a gateway	grupo	alternativoj	prononco
level	ŝarĝoaŭto	یک کامیون	a truck	grupo	alternativoj	prononco
level	vito	یک انگور، یک تاک	a grapevine, a vine	grupo	alternativoj	prononco
level	teleskopo	یک تلسکوپ	a telescope	grupo	alternativoj	prononco
level	apliki	بکار گرفتن	to apply	grupo	alternativoj	prononco
level	cemento	سیمان	cement	grupo	alternativoj	prononco
level	pedagogio	آموزش و پرورش	pedagogy	grupo	alternativoj	prononco
level	albumo	یک البوم	an album	grupo	alternativoj	prononco
level	aserti	ادعا کردن، اظهار کردن، تایید کردن	to assert, to state, to affirm	grupo	alternativoj	prononco
level	akordi	توافق کردن	to accord	grupo	alternativoj	prononco
level	fulgo	یک دوده، یک کثیف	a soot, a grime	grupo	alternativoj	prononco
level	adapti	تطبیق دادن، تطبیق دادن، تطبیق دادن، تناسب دادن	to adapt, to adjust, to accommodate, to fit	grupo	alternativoj	prononco
