C.da content.tsv
Level	Esperanto	da	en-us	Grupo	Alternativoj	Pronoco
level	prosperi	at trives, at have succes	to prosper, to be successful	grupo	alternativoj	prononco
level	ekonomia	økonomisk	economic	grupo	alternativoj	prononco
level	relativa	i forhold	relative	grupo	alternativoj	prononco
level	baleno	en hval	a whale	grupo	alternativoj	prononco
level	klasika	klassisk, klassisk	classical, classic	grupo	alternativoj	prononco
level	necesi	at være nødvendig, at behøve	to be necessary, to behove	grupo	alternativoj	prononco
level	konsentite!	have aftalt! del!	having agreed! deal!	grupo	alternativoj	prononco
level	susuri	at rasle, at suse, at sukke	to rustle, to swish, to sough	grupo	alternativoj	prononco
level	iniciati	at igangsætte	to initiate	grupo	alternativoj	prononco
level	muelilo	en mølle, en kværn	a mill, a grinder	grupo	alternativoj	prononco
level	matenmanĝo	morgenmad, en morgenmad	breakfast, a breakfast	grupo	alternativoj	prononco
level	tragedio	en tragedie	a tragedy	grupo	alternativoj	prononco
level	izoli	at isolere, at isolere, at afsondre	to isolate, to insulate, to seclude	grupo	alternativoj	prononco
level	matenmanĝi	at spise morgenmad, at spise morgenmad	to have breakfast, to eat breakfast	grupo	alternativoj	prononco
level	reĝimo	et regime	a regime	grupo	alternativoj	prononco
level	esperantisto	en esperantist	an Esperantist	grupo	alternativoj	prononco
level	vespermanĝi	at spise aftensmad, at spise aftensmad	to have dinner, to eat dinner	grupo	alternativoj	prononco
level	pramo	en færge, en ponton	a ferry, a pontoon	grupo	alternativoj	prononco
level	monumento	et monument	a monument	grupo	alternativoj	prononco
level	interkona vespero	en introduktionsaften	an introductory evening	grupo	alternativoj	prononco
level	batato	en sød kartoffel	a sweet potato	grupo	alternativoj	prononco
level	humana	human, humanitær	humane, humanitarian	grupo	alternativoj	prononco
level	ekspluati	at udnytte, at udnytte, at drage unfair fordel af	to exploit, to utilize, to take unfair advantage of	grupo	alternativoj	prononco
level	sufero	lidelse, en lidelse	suffering, a suffer	grupo	alternativoj	prononco
level	solena	højtidelig, ceremoniel	solemn, ceremonious	grupo	alternativoj	prononco
level	Roterdamo	Rotterdam	Rotterdam	grupo	alternativoj	prononco
level	racio	fornuft, rationalitet, logisk ræsonnement	reason, rationality, logical reasoning	grupo	alternativoj	prononco
level	dokumento	et dokument	a document	grupo	alternativoj	prononco
level	salikoko	en reje	a shrimp	grupo	alternativoj	prononco
level	trejni	at træne, at træne	to train, to coach	grupo	alternativoj	prononco
level	tagmeze	ved middagstid	at noon	grupo	alternativoj	prononco
level	sinbano	badning, svømning	bathing, swimming	grupo	alternativoj	prononco
level	skajpo	Skype	Skype	grupo	alternativoj	prononco
level	maso	masse, klump	mass, lump	grupo	alternativoj	prononco
level	dando	en dandy, en fashionista	a dandy, a fashionista	grupo	alternativoj	prononco
level	labortago	en arbejdsdag	a working day	grupo	alternativoj	prononco
level	Argentino	Argentina	Argentina	grupo	alternativoj	prononco
level	paralelo	en parallel	a parallel	grupo	alternativoj	prononco
level	aeroplano	en flyvemaskine, en flyvemaskine	an airplane, an aeroplane	grupo	alternativoj	prononco
level	pipro	en peber, en sort peber	a pepper, a black pepper	grupo	alternativoj	prononco
level	surtuto	en overfrakke	an overcoat	grupo	alternativoj	prononco
level	somera solstico	sommersolhverv	summer solstice	grupo	alternativoj	prononco
level	rendevuo	en aftale, et møde, en date	an appointment, a rendezvous, a date	grupo	alternativoj	prononco
level	vintra solstico	vintersolhverv	winter solstice	grupo	alternativoj	prononco
level	papo	Pave	Pope	grupo	alternativoj	prononco
level	ferioj	ferie, ferie	holidays, vacation	grupo	alternativoj	prononco
level	tufo	en tott	a tuft	grupo	alternativoj	prononco
level	ĉerizfloro	en kirsebærblomst	a cherry blossom	grupo	alternativoj	prononco
level	pirato	en pirat	a pirate	grupo	alternativoj	prononco
level	tendenco	en tendens, en tendens	a tendency, a trend	grupo	alternativoj	prononco
level	someraj ferioj	sommerferie	summer holidays	grupo	alternativoj	prononco
level	Mediteraneo	Middelhavet	Mediterranean	grupo	alternativoj	prononco
level	pensiono	et gæstehus, et pensionat	a guest house, a boarding house	grupo	alternativoj	prononco
level	vintraj ferioj	vinterferie	winter holidays	grupo	alternativoj	prononco
level	kahelo	en flise	a tile	grupo	alternativoj	prononco
level	harmonio	en harmoni, en overensstemmelse	an harmony, an accord	grupo	alternativoj	prononco
level	kompetenta	kompetent, dygtig	competent, capable	grupo	alternativoj	prononco
level	demokratio	et demokrati	a democracy	grupo	alternativoj	prononco
level	paradizo	et paradis, himlen	a paradise, Heaven	grupo	alternativoj	prononco
level	albano	en albaner	an Albanian	grupo	alternativoj	prononco
level	akcesoro	et tilbehør	an accessary	grupo	alternativoj	prononco
level	kupono	en kupon, en sub	a coupon, a sub	grupo	alternativoj	prononco
level	stano	tin (metal)	tin (metal)	grupo	alternativoj	prononco
level	murpentraĵo	et vægmaleri (maleri), et vægmaleri	a mural (painting), a wall painting	grupo	alternativoj	prononco
level	Nederlando	Holland	Netherlands	grupo	alternativoj	prononco
level	nederlanda	hollandsk	Dutch	grupo	alternativoj	prononco
level	nederlandano	en hollænder	a Dutch	grupo	alternativoj	prononco
level	Norvegio	Norge	Norway	grupo	alternativoj	prononco
level	Danio	Danmark	Denmark	grupo	alternativoj	prononco
level	modifi	at ændre	to modify	grupo	alternativoj	prononco
level	apogmuro	en støttemur	a supporting wall	grupo	alternativoj	prononco
level	Barcelono	Barcelona	Barcelona	grupo	alternativoj	prononco
level	kompanio	en virksomhed	a company	grupo	alternativoj	prononco
level	eŭro	euro	euro	grupo	alternativoj	prononco
level	persisti	at vedholde, at forblive	to persist, to abide	grupo	alternativoj	prononco
level	pantoflo	en tøffel	a slipper	grupo	alternativoj	prononco
level	balkanoj	Balkan	Balkans	grupo	alternativoj	prononco
level	italo	en italiener	an Italian	grupo	alternativoj	prononco
level	Bulgario	Bulgarien	Bulgaria	grupo	alternativoj	prononco
level	korekti	at rette	to correct	grupo	alternativoj	prononco
level	Brazilio	Brasilia	Brasilia	grupo	alternativoj	prononco
level	maksimumo	maksimum	maximum	grupo	alternativoj	prononco
level	lupeo (grandiga vitro)	et forstørrelsesglas (lup)	a magnifying glass (magnifying glass)	grupo	alternativoj	prononco
level	gento	en etnisk gruppe, pårørende, familie, en race, mennesker	an ethnic group, kin, family, a race, people	grupo	alternativoj	prononco
level	sunvitroj	solbriller	sunglasses	grupo	alternativoj	prononco
level	Svedio	Sverige	Sweden	grupo	alternativoj	prononco
level	kartono	et pap	a cardboard	grupo	alternativoj	prononco
level	damo	en dame	a lady	grupo	alternativoj	prononco
level	struto	en struds	an ostrich	grupo	alternativoj	prononco
level	haringo	en sild	a herring	grupo	alternativoj	prononco
level	materio	et meterial, en sag	a meterial, a matter	grupo	alternativoj	prononco
level	girlando	en krans, en krans	a garland, a wreath	grupo	alternativoj	prononco
level	Irlando	Irland	Ireland	grupo	alternativoj	prononco
level	sunbaniĝi	at solbade, at sole sig	to sunbathe, to suntane	grupo	alternativoj	prononco
level	kulto	en kult (af religiøs tilbedelse)	a cult (of religious worship)	grupo	alternativoj	prononco
level	sunombrelo	en parasol	a parasol	grupo	alternativoj	prononco
level	suna sistemo	et solsystem	a solar system	grupo	alternativoj	prononco
level	heĝo	en hæk	a hedge	grupo	alternativoj	prononco
level	adori	at tilbede, at tilbede	to adore, to worship	grupo	alternativoj	prononco
level	pluvombrelo	en regnparaply	a rain umbrella	grupo	alternativoj	prononco
level	fazeolo	en bønne, en haricotbønne, en løbebønne	a bean, a haricot bean, a runner bean	grupo	alternativoj	prononco
level	deklamo	recitere, deklamation	reciting, declamation	grupo	alternativoj	prononco
level	maleolo	en ankel, en malleolus	an ankle, a malleolus	grupo	alternativoj	prononco
level	instanco	en instans, en domstol, en jurisdiktion	an instance, a court, a jurisdiction	grupo	alternativoj	prononco
level	digesti	at fordøje	to digest	grupo	alternativoj	prononco
level	irano	Iran	Iran	grupo	alternativoj	prononco
level	pluvmantelo	en regnjakke	a raincoat	grupo	alternativoj	prononco
level	kompensi	at kompensere, at råde bod på	to compensate, to make amends for	grupo	alternativoj	prononco
level	traktato	en traktat, en packt, en afhandling	a treaty, a packt, a treatise	grupo	alternativoj	prononco
level	akordo	en akkord, en aftale, en akkord	an accord, an agreement, a chord	grupo	alternativoj	prononco
level	pluvego	en kraftig regn, regnskyl	a heavy rain, downpour	grupo	alternativoj	prononco
level	uniformo	en uniform	a uniform	grupo	alternativoj	prononco
level	venĝi	at hævne, at hævne	to revenge, to avenge	grupo	alternativoj	prononco
level	ekpluvo	en byge, der begynder at regne	a shower, starting to rain	grupo	alternativoj	prononco
level	higieno	hygiejne	hygiene	grupo	alternativoj	prononco
level	sekci	at skære, at skære, at dissekere	to cut, to intersect, to dissect	grupo	alternativoj	prononco
level	karno	kød, kød	flesh, meat	grupo	alternativoj	prononco
level	pudro	et pulver	a powder	grupo	alternativoj	prononco
level	rilato	forhold, forhold	relationship, relation	grupo	alternativoj	prononco
level	fripono	en slyngel, en slyngel, en skurk, en svindler	a rogue, a rascal, a crook, a swindler	grupo	alternativoj	prononco
level	greko	en græsk person	a Greek person	grupo	alternativoj	prononco
level	ekvatoro	Ækvator	Equator	grupo	alternativoj	prononco
level	kruciĝvojo	en tværvej	a cross road	grupo	alternativoj	prononco
level	pekli	at sylte, til majs (i salt)	to pickle, to corn (in salt)	grupo	alternativoj	prononco
level	proverbo	et ordsprog	a proverb	grupo	alternativoj	prononco
level	neglekti	at forsømme	to neglect	grupo	alternativoj	prononco
level	kafkruĉo	en kaffekande	a coffee pot	grupo	alternativoj	prononco
level	ansero	en gås	a goose	grupo	alternativoj	prononco
level	raŭpo	en larve	a caterpillar	grupo	alternativoj	prononco
level	buĉi	at slagte, at slagte	to butcher, to slaughter	grupo	alternativoj	prononco
level	italia	italia	italia	grupo	alternativoj	prononco
level	vojponto	en vejbro	a road bridge	grupo	alternativoj	prononco
level	Japanio	Japan	Japan	grupo	alternativoj	prononco
level	japana	japansk	Japanese	grupo	alternativoj	prononco
level	pontlingvo	et brosprog	a bridge language	grupo	alternativoj	prononco
level	redukti	at reducere	to reduce	grupo	alternativoj	prononco
level	cinamo	en kanel	a cinnamon	grupo	alternativoj	prononco
level	oceano	et hav	an ocean	grupo	alternativoj	prononco
level	multipliki	at formere sig	to multiply	grupo	alternativoj	prononco
level	doto	en medgift	a dowry	grupo	alternativoj	prononco
level	paŭzo	en pause, en pause, en pause	a pause, a break, an intermission	grupo	alternativoj	prononco
level	kaskedo	en hætte (med visir)	a cap (with visor)	grupo	alternativoj	prononco
level	konversacii	at samtale, at tale, til dialog	to converse, to talk, to dialogue	grupo	alternativoj	prononco
level	kafopaŭzo	en kaffepause	a coffee break	grupo	alternativoj	prononco
level	konkreta	beton	concrete	grupo	alternativoj	prononco
level	eskapi	at flygte, at flygte	to escape, to flee	grupo	alternativoj	prononco
level	logiko	en logik	a logic	grupo	alternativoj	prononco
level	spiti	at trodse, at trodse, at stå imod	to spite, to defy, to stand against	grupo	alternativoj	prononco
level	antaŭsento	forventning, have en følelse, forestilling	anticipation, having a feeling, presentiment	grupo	alternativoj	prononco
level	antaŭurbo	en forstad	a suburb	grupo	alternativoj	prononco
level	kakto	en kaktus	a cactus	grupo	alternativoj	prononco
level	satiro	en satire	a satire	grupo	alternativoj	prononco
level	urbodomo	et rådhus, et rådhus	a city hall, a town hall	grupo	alternativoj	prononco
level	dimensio	en dimension, størrelse	a dimension, size	grupo	alternativoj	prononco
level	obstina	stædig, stædig	obstinate, stubborn	grupo	alternativoj	prononco
level	motivo	et motiv, en motivation	a motive, a motivation	grupo	alternativoj	prononco
level	urbego	en storby	a big city	grupo	alternativoj	prononco
level	bleki	at brøle, at brøle, at moo, at nabo, at brøle	to bleat, to bray, to moo, to neigh, to roar	grupo	alternativoj	prononco
level	civila	civil, civil, ikke-militær	civil, civilian, non-military	grupo	alternativoj	prononco
level	norvego	en norsk person	a Norwegian person	grupo	alternativoj	prononco
level	indigni	at være indigneret, at ærgre sig	to be indignant, to resent	grupo	alternativoj	prononco
level	simbolo	et symbol	a symbol	grupo	alternativoj	prononco
level	genro	et køn	a gender	grupo	alternativoj	prononco
level	brando	en brændevin	a brandy	grupo	alternativoj	prononco
level	longitudo	længde	longitude	grupo	alternativoj	prononco
level	ĉerko	en kiste, en kiste	a coffin, a casket	grupo	alternativoj	prononco
level	lernoobjekto	et lernin-fag	a lernin subject	grupo	alternativoj	prononco
level	lernohoro	en læringstime	a learning hour	grupo	alternativoj	prononco
level	trafiko	en trafik	a traffic	grupo	alternativoj	prononco
level	svedo	en svensk person	a Swedish person	grupo	alternativoj	prononco
level	lernoĉambro	et klasseværelse (=klasĉambro)	a classroom (=klasĉambro)	grupo	alternativoj	prononco
level	lernokotizo	en skolepenge	a school fee	grupo	alternativoj	prononco
level	lesivo	lud, potaske, blegemiddel	lye, potash, bleach	grupo	alternativoj	prononco
level	akno	en akne, en bums	an acne, a pimple	grupo	alternativoj	prononco
level	infero	et inferno, et helvede, underverden	an inferno, a hell, underworld	grupo	alternativoj	prononco
level	lernosako	en skoletaske	a school bag	grupo	alternativoj	prononco
level	substantivo	et substantiv, et substantiv	a substantive, a noun	grupo	alternativoj	prononco
level	islando	Island	Iceland	grupo	alternativoj	prononco
level	malica	ondsindet, ondsindet	malicious, malevolent	grupo	alternativoj	prononco
level	latitudo	Breddegrad	latitude	grupo	alternativoj	prononco
level	pado (arbarvojeto)	en sti (i skoven), en vej (i en skov)	a path (in the wood), a way (in a forest)	grupo	alternativoj	prononco
level	buklo	en løkke, en krølle, en ringlet, en lås, en lokke	a loop, a curl, a ringlet, a lock, a tress	grupo	alternativoj	prononco
level	akupunkturo	en akupunktur	an acupuncture	grupo	alternativoj	prononco
level	metilernanto	en lærling	an apprentice	grupo	alternativoj	prononco
level	sorgo	en sorghum	a sorghum	grupo	alternativoj	prononco
level	grati	at klø	to scratch	grupo	alternativoj	prononco
level	analizi	at analysere	to analyse	grupo	alternativoj	prononco
level	gripo	et greb, en influenza (=influenco)	a grip, a flu (=influenco)	grupo	alternativoj	prononco
level	paciento	en patient	a patient	grupo	alternativoj	prononco
level	brido	en tøjle, en tøjle, en tilbageholdenhed	a bridle, a rein, a restraint	grupo	alternativoj	prononco
level	mirtelo	et blåbær, et huckleberry, et hornbær	a bilberry, a huckleberry, a whortleberry	grupo	alternativoj	prononco
level	ambasadoro	en ambassadør	an ambassador	grupo	alternativoj	prononco
level	oratori	at holde en tale, at tale	to deliver an oration, to harangue	grupo	alternativoj	prononco
level	amato	en elsket, en elsket	a beloved, a beloved one	grupo	alternativoj	prononco
level	kombilo	en kam	a comb	grupo	alternativoj	prononco
level	Jugoslavio	Jugoslavien	Yugoslavia	grupo	alternativoj	prononco
level	establi	at etablere, at bygge	to establish, to build	grupo	alternativoj	prononco
level	nuba	overskyet, uklart	cloudy, unclear	grupo	alternativoj	prononco
level	volumo	et bind (af bøger)	a volume (of books)	grupo	alternativoj	prononco
level	aŭtomata	automatisk	automatic	grupo	alternativoj	prononco
level	monstro	et monster, en freak	a monster, a freak	grupo	alternativoj	prononco
level	spirita	åndelig	spiritual	grupo	alternativoj	prononco
level	landlima	af en landgrænse, af en grænse	of a land limit, of a border	grupo	alternativoj	prononco
level	ĉiopova	almægtig, almægtig, almægtig	almighty, all-powered, omnipotent	grupo	alternativoj	prononco
level	kalkanumo	hæl	heel	grupo	alternativoj	prononco
level	sindikato	et syndikat, en fagforening, en fagforening	a syndicate, a labor-union, a trade-union	grupo	alternativoj	prononco
