C.cs content.tsv
Level	Esperanto	cs	en-us	Grupo	Alternativoj	Pronoco
level	Kostariko	Kostarika	Costa Rica	grupo	alternativoj	prononco
level	medalo	medaile	a medal	grupo	alternativoj	prononco
level	Paragvajo	Paraguay	Paraguay	grupo	alternativoj	prononco
level	aligatoro	aligátor	an alligator	grupo	alternativoj	prononco
level	tempesto	bouře, bouře	a tempest, a storm	grupo	alternativoj	prononco
level	kordo	šňůra, provázek	a cord, a string	grupo	alternativoj	prononco
level	hipopotamo	hroch, hroch	a hippopotamus, a hippo	grupo	alternativoj	prononco
level	striki	Jít do stávky	to go on strike	grupo	alternativoj	prononco
level	monako (-aĥo)	monach	a monach	grupo	alternativoj	prononco
level	petrolo	ropa, parafinový olej	petroleum, paraffin-oil	grupo	alternativoj	prononco
level	konfiti	konzervovat (v cukru), kandovat	to preserve (in sugar), candied	grupo	alternativoj	prononco
level	alineo	odsazení odstavce	paragraph indentation	grupo	alternativoj	prononco
level	motorbiciklo	motorku	a motorbicycle	grupo	alternativoj	prononco
level	organismo	organismus	an organism	grupo	alternativoj	prononco
level	procedi	pokračovat	to proceed	grupo	alternativoj	prononco
level	ĉerizo	třešeň	a cherry	grupo	alternativoj	prononco
level	ritmo	rytmus	rhythm	grupo	alternativoj	prononco
level	broŝuro	brožuru, leták, brožuru	a brochure, a leaflet, a pamphlet	grupo	alternativoj	prononco
level	orfejo	sirotčinec	an orphanage	grupo	alternativoj	prononco
level	ornamaĵo	ozdoba	an ornament	grupo	alternativoj	prononco
level	provizora	provizorní, dočasný	provisional, temporary	grupo	alternativoj	prononco
level	kalkano	podpatek	a heel	grupo	alternativoj	prononco
level	apoteko	lékárna, drogerie	a pharmacy, a drugstore	grupo	alternativoj	prononco
level	jaguaro	jaguár	a jaguar	grupo	alternativoj	prononco
level	persimono	tomel	a persimon	grupo	alternativoj	prononco
level	pesilo	rovnováha, měřítko	a balance, a scale	grupo	alternativoj	prononco
level	improvizi	improvizovat	to improvise	grupo	alternativoj	prononco
level	fosto	sloupek, tyč, vzpřímená podpěra	a post, a pole, an upright support	grupo	alternativoj	prononco
level	pico	pizza	a pizza	grupo	alternativoj	prononco
level	sitelo	vědro, vědro	a bucket, a pail	grupo	alternativoj	prononco
level	parkere	zpaměti, zpaměti, zpaměti	by heart, from memory, by rote	grupo	alternativoj	prononco
level	akurata	přesný, přesný, přesný	accurate, punctual, precise	grupo	alternativoj	prononco
level	rito	obřad	rite	grupo	alternativoj	prononco
level	nodo	uzel, uzel	a node, a knot	grupo	alternativoj	prononco
level	polpo (okpieda)	chobotnice	an octopus	grupo	alternativoj	prononco
level	degeli	roztát, roztát	to melt, to thaw	grupo	alternativoj	prononco
level	pinĉi	štípnout	to pinch	grupo	alternativoj	prononco
level	paniko	panika	a panic	grupo	alternativoj	prononco
level	piro	hruška (ovoce)	a pear (fruit)	grupo	alternativoj	prononco
level	trempi	máčet, máčet, ponořovat	to dip, to soak, to immerse	grupo	alternativoj	prononco
level	pelto	kožich, kožešina, kožešina, kožešina	a fur coat, fur, pelt, fur piece	grupo	alternativoj	prononco
level	preskribo (recepto)	předpis, recept	a prescription, recipe	grupo	alternativoj	prononco
level	princino	princezna	a princess	grupo	alternativoj	prononco
level	masto	stožár, stožár	a mast, a pole	grupo	alternativoj	prononco
level	kino	kino	a cinema	grupo	alternativoj	prononco
level	bombono	bonbon, bonbon, sladkost	a bon-bon, a candy, a sweet	grupo	alternativoj	prononco
level	funto	libra	a pound	grupo	alternativoj	prononco
level	ananaso	ananas	a pine apple	grupo	alternativoj	prononco
level	tajloro	Krejčí	a tailor	grupo	alternativoj	prononco
level	veterano	veterán	a veteran	grupo	alternativoj	prononco
level	revolucio	revoluce	a revolution	grupo	alternativoj	prononco
level	krusto	kůra, obal, tvrdý vnější obal	crust, casing, hard outer covering	grupo	alternativoj	prononco
level	kompaso	kompas	a compass	grupo	alternativoj	prononco
level	rizkampo	rýžové pole, rýžové pole	a rice field, a paddy field	grupo	alternativoj	prononco
level	katedralo	katedrála	a cathedral	grupo	alternativoj	prononco
level	roboto	robot	a robot	grupo	alternativoj	prononco
level	parfumo	parfém	a perfume	grupo	alternativoj	prononco
level	margarino	margarín	margarine	grupo	alternativoj	prononco
level	ripo	žebro (kost)	a rib (bone)	grupo	alternativoj	prononco
level	rulŝtuparo	eskalátor	an escalator	grupo	alternativoj	prononco
level	kostumo	kostým, oblečení, styl oblékání	costume, outfit, style of dress	grupo	alternativoj	prononco
level	pulmo	plíce	a lung	grupo	alternativoj	prononco
level	infinitivo	infinitiv	infinitive	grupo	alternativoj	prononco
level	segilo	pila, pily	a saw, saws	grupo	alternativoj	prononco
level	prozo	próza	a prose	grupo	alternativoj	prononco
level	mekanismo	zařízení, mechanismus	device, a mechanism	grupo	alternativoj	prononco
level	skanilo	skener	a scanner	grupo	alternativoj	prononco
level	benzino	benzín, benzín	gasoline, petrol	grupo	alternativoj	prononco
level	plumbo	olovo (kov)	lead (metal)	grupo	alternativoj	prononco
level	leki	olíznout	to lick	grupo	alternativoj	prononco
level	akuzi	obvinit	to accuse	grupo	alternativoj	prononco
level	redakti	upravovat	to edit	grupo	alternativoj	prononco
level	ŝraŭbo	šroub	a screw	grupo	alternativoj	prononco
level	komo	čárka	a comma	grupo	alternativoj	prononco
level	surdulo	neslyšící	a deaf	grupo	alternativoj	prononco
level	konduktoro	dirigentem	a conductor	grupo	alternativoj	prononco
level	kreto	křída	a chalk	grupo	alternativoj	prononco
level	eklezio	církev (organizace)	a church (organization)	grupo	alternativoj	prononco
level	protagonisto	protagonista	a protagonist	grupo	alternativoj	prononco
level	Eŭropo	Evropa	europe	grupo	alternativoj	prononco
level	tajfuno	tajfun	a typhoon	grupo	alternativoj	prononco
level	sentimentala	sentimentální	sentimental	grupo	alternativoj	prononco
level	korko	korek, zátka	a cork, a stopper	grupo	alternativoj	prononco
level	stampo	razítko, pečeť, značka	a stamp, a seal, a mark	grupo	alternativoj	prononco
level	olivo	oliva	an olive	grupo	alternativoj	prononco
level	kazino	kasino	a casino	grupo	alternativoj	prononco
level	terno	kýchnutí	a sneeze	grupo	alternativoj	prononco
level	barikado	barikádu	a barricade	grupo	alternativoj	prononco
level	tertremo (sismo)	zemětřesení	an earthquake	grupo	alternativoj	prononco
level	telegramo	telegram	a telegram	grupo	alternativoj	prononco
level	prononci	vyslovit	to pronounce	grupo	alternativoj	prononco
level	tornado	tornádo	a tornado	grupo	alternativoj	prononco
level	objektiva	objektivní	objective	grupo	alternativoj	prononco
level	drapo	vlněný hadřík, hadřík	a woolen cloth, a cloth	grupo	alternativoj	prononco
level	ungotondilo	nůžky na nehty	a nail-scissors	grupo	alternativoj	prononco
level	vakupurigilo	vysavač (=polvosuĉilo)	a vacuum cleaner (=polvosuĉilo)	grupo	alternativoj	prononco
level	perei	zahynouti	to perish	grupo	alternativoj	prononco
level	afranki	předplatit (poštovné), nalepit známky	to prepay (postage), to put on stamps	grupo	alternativoj	prononco
level	luli	ukolébat, kolébat, kolébat	to lull, to cradle, to rock	grupo	alternativoj	prononco
level	vakcino	vakcína	a vaccine	grupo	alternativoj	prononco
level	gorilo	gorila	a gorilla	grupo	alternativoj	prononco
level	vojaĝagentejo	cestovní kancelář	a travel agency	grupo	alternativoj	prononco
level	patrono	patronem	a patron	grupo	alternativoj	prononco
level	abstini	zdržet se hlasování	to abstain	grupo	alternativoj	prononco
level	bulvardo	bulvár	a boulevard	grupo	alternativoj	prononco
level	portalo	portál, brána	a portal, a gateway	grupo	alternativoj	prononco
level	ŝarĝoaŭto	náklaďák	a truck	grupo	alternativoj	prononco
level	vito	vinná réva, vinná réva	a grapevine, a vine	grupo	alternativoj	prononco
level	teleskopo	dalekohled	a telescope	grupo	alternativoj	prononco
level	apliki	uplatnit	to apply	grupo	alternativoj	prononco
level	cemento	cement	cement	grupo	alternativoj	prononco
level	pedagogio	pedagogika	pedagogy	grupo	alternativoj	prononco
level	albumo	album	an album	grupo	alternativoj	prononco
level	aserti	tvrdit, konstatovat, potvrdit	to assert, to state, to affirm	grupo	alternativoj	prononco
level	akordi	souhlasit	to accord	grupo	alternativoj	prononco
level	fulgo	saze, špína	a soot, a grime	grupo	alternativoj	prononco
level	adapti	přizpůsobit se, přizpůsobit, přizpůsobit se, přizpůsobit se	to adapt, to adjust, to accommodate, to fit	grupo	alternativoj	prononco
level	liveri	vybavit, dodat, dodat	to furnish, to supply, to deliver	grupo	alternativoj	prononco
level	argumento	hádka	an argument	grupo	alternativoj	prononco
level	frizi	vlnit se, krepat se	to curl, to frizz	grupo	alternativoj	prononco
level	deficito	deficit	a deficit	grupo	alternativoj	prononco
level	blato	šváb, čip	a cockroach, a chip	grupo	alternativoj	prononco
level	recepto	recept, recept	a recipe, a prescription	grupo	alternativoj	prononco
level	kitelo	halena, halenka, kombinéza, garbadin	a smock, a frock, an overalls, a garbadine	grupo	alternativoj	prononco
level	ciklono	cyklón	a cyclone	grupo	alternativoj	prononco
level	reformi	reformovat	to reform	grupo	alternativoj	prononco
level	pulvo	prach, střelný prach	powder, gunpowder	grupo	alternativoj	prononco
level	ŝpruci	tryskat, tryskat, tryskat	to spurt, to gush, to spurt out	grupo	alternativoj	prononco
level	kukolo	kukačka	a cuckoo	grupo	alternativoj	prononco
level	ŝanceli	třást se, potácet se	to shake, to totter	grupo	alternativoj	prononco
level	rekordo	rekord (sport)	a record (sport)	grupo	alternativoj	prononco
level	florpetalo	okvětní lístek	a flower petal	grupo	alternativoj	prononco
level	kosmo	kosmos, (vnější) vesmír, vesmír	cosmos, (outer) space, universe	grupo	alternativoj	prononco
level	ĉeko	šek, šek	a checque, a check	grupo	alternativoj	prononco
level	konsumi	spotřebovat, spotřebovat	to consume, to use up	grupo	alternativoj	prononco
level	lameno	lamina, deska, vrstva	a lamina, a plate, a layer	grupo	alternativoj	prononco
level	erotika	erotický	erotic	grupo	alternativoj	prononco
level	peniko	štětec (umění)	a brush (art)	grupo	alternativoj	prononco
level	spuro	stopa, stopa, stopa	a track, a trail, a trace	grupo	alternativoj	prononco
level	rigida	tuhý, tuhý	rigid, stiff	grupo	alternativoj	prononco
level	pleto	podnos	a tray	grupo	alternativoj	prononco
level	ignori	ignorovat	to ignore	grupo	alternativoj	prononco
level	Volapuko (Volapǖko)	Volapuk	Volapuk	grupo	alternativoj	prononco
level	frazo	věta	a sentence	grupo	alternativoj	prononco
level	bruto	surovec, hospodářské zvíře, šelma	a brute, a farm animal, a beast	grupo	alternativoj	prononco
level	gladi	žehlit (oblečení)	to iron (clothes)	grupo	alternativoj	prononco
level	kalsono	spodní prádlo, spodky, šortky	an underwear, underpants, shorts	grupo	alternativoj	prononco
level	aktoro	herec	an actor	grupo	alternativoj	prononco
level	valida	platný	valid	grupo	alternativoj	prononco
level	ruso	Rus	a Russian	grupo	alternativoj	prononco
level	glita	klouzavý, kluzký	gliding, slippery	grupo	alternativoj	prononco
level	fantazio	fantazie	a fantasy	grupo	alternativoj	prononco
level	ŝargi	nabíjet, nabíjet	to load, to charge	grupo	alternativoj	prononco
level	saŭco	omáčka, omáčka	a sauce, a gravy	grupo	alternativoj	prononco
level	verto	koruna, temeno hlavy	a crown, top of the head	grupo	alternativoj	prononco
level	enketi	dotazovat se, zkoumat, zkoumat	to make an inquiry, to survey, to investigate	grupo	alternativoj	prononco
level	ateisto	ateista	an atheist	grupo	alternativoj	prononco
level	insigno	odznak	a badge	grupo	alternativoj	prononco
level	trudi	vnutit, vnutit	to impose, to force	grupo	alternativoj	prononco
level	skemo	schéma	a scheme	grupo	alternativoj	prononco
level	kalva	plešatý, holý, smělý, neslyšící	bald, bare, bold-headed, hearless	grupo	alternativoj	prononco
level	germano	Němec	a German	grupo	alternativoj	prononco
level	orto	pravý úhel	a right angle	grupo	alternativoj	prononco
level	avizo	upozornění, upozornění	a warning, a notice	grupo	alternativoj	prononco
level	fronto	přední, přední	front, frontage	grupo	alternativoj	prononco
level	lernolibro	učebnici	a textbook	grupo	alternativoj	prononco
level	glavo	meč	a sword	grupo	alternativoj	prononco
level	konservativa	konzervativní	conservative	grupo	alternativoj	prononco
level	Usono	USA	USA	grupo	alternativoj	prononco
level	ankro	kotva	an anchor	grupo	alternativoj	prononco
level	analizo	Analýza	an analysis	grupo	alternativoj	prononco
level	flustri	šeptat	to whisper	grupo	alternativoj	prononco
level	asigno	úkol	assignment	grupo	alternativoj	prononco
level	konservatorio	konzervatoř (hudební škola)	a conservatory (music school)	grupo	alternativoj	prononco
level	aŭtoro	autor	an author	grupo	alternativoj	prononco
level	poligloto	polyglot	a polyglot	grupo	alternativoj	prononco
level	absoluta	absolutní	absolute	grupo	alternativoj	prononco
level	lukti	zápasit, zápasit	to wrestle, to struggle	grupo	alternativoj	prononco
level	inciti	podněcovat, podněcovat, podněcovat, provokovat	to incite, to stir, to abet, to provoke	grupo	alternativoj	prononco
level	prezervi	zachovat	to preserve	grupo	alternativoj	prononco
level	mencii	zmínit	to mention	grupo	alternativoj	prononco
level	anglo	Angličan	an Englishman	grupo	alternativoj	prononco
level	Bulonjo	Boulogne (město)	Boulogne (city)	grupo	alternativoj	prononco
level	interesa	zajímavý	interesting	grupo	alternativoj	prononco
level	interese	zajímavě	interestingly	grupo	alternativoj	prononco
level	meĥanismo	mechanismus	a mechanism	grupo	alternativoj	prononco
level	hazardo	nehoda, šance	an accident, a chance	grupo	alternativoj	prononco
level	neologismo	neologismus	neologism	grupo	alternativoj	prononco
level	Grekio (Greklando)	Řecko	Greece	grupo	alternativoj	prononco
level	Araba	arabština	Arabic	grupo	alternativoj	prononco
level	palpi	cítit, tápat	to feel, to grope	grupo	alternativoj	prononco
level	sinjorino	dáma, paní	a lady, a madam	grupo	alternativoj	prononco
level	neŭtra	neutrální (=neŭtrala)	neutral (=neŭtrala)	grupo	alternativoj	prononco
level	Afriko	Afrika	Africa	grupo	alternativoj	prononco
level	korvo	vrána, havran	a crow, a raven	grupo	alternativoj	prononco
level	Ameriko	Amerika, Amerika	America, the Americas	grupo	alternativoj	prononco
level	ezoko	štika (v jezeře), zvedák	a pike (in a lake), a jack	grupo	alternativoj	prononco
level	sago	šíp, sagitta	a arrow, a sagitta	grupo	alternativoj	prononco
level	ĉino	Číňan	a Chinese	grupo	alternativoj	prononco
level	sendube	bezpochyby, nepochybně	with no doubt, undoubtedly	grupo	alternativoj	prononco
level	Azio	Asie	Asia	grupo	alternativoj	prononco
level	senkonfide	bez důvěry, bez důvěry	without trusting, without confidence	grupo	alternativoj	prononco
level	ekposedi	vlastnit	to possess	grupo	alternativoj	prononco
level	senfare	aniž bych dělal	without doing	grupo	alternativoj	prononco
level	amara	hořký	bitter	grupo	alternativoj	prononco
level	ministro	ministrem	a minister	grupo	alternativoj	prononco
level	parlamento	parlament, parlament	parliament, a parliament	grupo	alternativoj	prononco
level	Berlino	Berlín	Berlin	grupo	alternativoj	prononco
level	unuafoje	poprvé	for the first time	grupo	alternativoj	prononco
level	asimili	asimilovat se	to assimilate	grupo	alternativoj	prononco
level	preskribi	předepsat, stanovit	to prescribe, to stipulate	grupo	alternativoj	prononco
level	belgo	Belgičan	a Belgian	grupo	alternativoj	prononco
level	koncepto	koncept	a concept	grupo	alternativoj	prononco
level	jubileo	jubileum	a jubilee	grupo	alternativoj	prononco
level	Brazilo	Brazílie	Brazil	grupo	alternativoj	prononco
level	sociala	sociální	social	grupo	alternativoj	prononco
level	perlo	perla	a pearl	grupo	alternativoj	prononco
level	kvarfoje	čtyřikrát	four times	grupo	alternativoj	prononco
level	aresti	zatknout	to arrest	grupo	alternativoj	prononco
level	Alpoj	Alpy	Alps	grupo	alternativoj	prononco
level	eliri	odejít, odejít, odejít	to leave, to go out, to exit	grupo	alternativoj	prononco
level	enveni	vstoupit, vstoupit	to come in, to enter	grupo	alternativoj	prononco
level	hodiaŭa	dneška, dneška, současnosti	of today, present-day, present	grupo	alternativoj	prononco
level	balo	ples, tanec	a ball, a dance	grupo	alternativoj	prononco
level	plasto	plast	a plastic	grupo	alternativoj	prononco
level	fakultato	fakulta, fakulta	faculty, a faculty	grupo	alternativoj	prononco
level	forĵeti	vyhodit, odhodit	to throw away, to discard	grupo	alternativoj	prononco
level	japano	japonský člověk	a Japanese person	grupo	alternativoj	prononco
