C.ta content.tsv
Level	Esperanto	ta	en-us	Grupo	Alternativoj	Pronoco
level	mekanismo	சாதனம், ஒரு பொறிமுறை	device, a mechanism	grupo	alternativoj	prononco
level	skanilo	ஒரு ஸ்கேனர்	a scanner	grupo	alternativoj	prononco
level	benzino	பெட்ரோல், பெட்ரோல்	gasoline, petrol	grupo	alternativoj	prononco
level	plumbo	ஈயம் (உலோகம்)	lead (metal)	grupo	alternativoj	prononco
level	leki	நக்க	to lick	grupo	alternativoj	prononco
level	akuzi	குற்றம் சாட்ட	to accuse	grupo	alternativoj	prononco
level	redakti	திருத்த	to edit	grupo	alternativoj	prononco
level	ŝraŭbo	ஒரு திருகு	a screw	grupo	alternativoj	prononco
level	komo	ஒரு காற்புள்ளி	a comma	grupo	alternativoj	prononco
level	surdulo	ஒரு காது கேளாதவன்	a deaf	grupo	alternativoj	prononco
level	konduktoro	ஒரு நடத்துனர்	a conductor	grupo	alternativoj	prononco
level	kreto	ஒரு சுண்ணாம்பு	a chalk	grupo	alternativoj	prononco
level	eklezio	ஒரு தேவாலயம் (அமைப்பு)	a church (organization)	grupo	alternativoj	prononco
level	protagonisto	ஒரு கதாநாயகன்	a protagonist	grupo	alternativoj	prononco
level	Eŭropo	ஐரோப்பா	europe	grupo	alternativoj	prononco
level	tajfuno	ஒரு புயல்	a typhoon	grupo	alternativoj	prononco
level	sentimentala	உணர்வுபூர்வமான	sentimental	grupo	alternativoj	prononco
level	korko	ஒரு கார்க், ஒரு தடுப்பவர்	a cork, a stopper	grupo	alternativoj	prononco
level	stampo	ஒரு முத்திரை, ஒரு முத்திரை, ஒரு குறி	a stamp, a seal, a mark	grupo	alternativoj	prononco
level	olivo	ஒரு ஆலிவ்	an olive	grupo	alternativoj	prononco
level	kazino	ஒரு சூதாட்ட விடுதி	a casino	grupo	alternativoj	prononco
level	terno	ஒரு தும்மல்	a sneeze	grupo	alternativoj	prononco
level	barikado	ஒரு தடுப்பு	a barricade	grupo	alternativoj	prononco
level	tertremo (sismo)	ஒரு பூகம்பம்	an earthquake	grupo	alternativoj	prononco
level	telegramo	ஒரு தந்தி	a telegram	grupo	alternativoj	prononco
level	prononci	உச்சரிக்க	to pronounce	grupo	alternativoj	prononco
level	tornado	ஒரு சூறாவளி	a tornado	grupo	alternativoj	prononco
level	objektiva	புறநிலை	objective	grupo	alternativoj	prononco
level	drapo	ஒரு கம்பளி துணி, ஒரு துணி	a woolen cloth, a cloth	grupo	alternativoj	prononco
level	ungotondilo	ஒரு ஆணி-கத்தரிக்கோல்	a nail-scissors	grupo	alternativoj	prononco
level	vakupurigilo	ஒரு வெற்றிட சுத்திகரிப்பு (=polvosuĉilo)	a vacuum cleaner (=polvosuĉilo)	grupo	alternativoj	prononco
level	perei	அழிய வேண்டும்	to perish	grupo	alternativoj	prononco
level	afranki	முன்கூட்டியே செலுத்த (அஞ்சல்), முத்திரைகள் போட	to prepay (postage), to put on stamps	grupo	alternativoj	prononco
level	luli	to lull, to cradle, to rock	to lull, to cradle, to rock	grupo	alternativoj	prononco
level	vakcino	ஒரு தடுப்பூசி	a vaccine	grupo	alternativoj	prononco
level	gorilo	ஒரு கொரில்லா	a gorilla	grupo	alternativoj	prononco
level	vojaĝagentejo	ஒரு பயண நிறுவனம்	a travel agency	grupo	alternativoj	prononco
level	patrono	ஒரு புரவலர்	a patron	grupo	alternativoj	prononco
level	abstini	தவிர்க்க வேண்டும்	to abstain	grupo	alternativoj	prononco
level	bulvardo	ஒரு பவுல்வர்டு	a boulevard	grupo	alternativoj	prononco
level	portalo	ஒரு நுழைவாயில், ஒரு நுழைவாயில்	a portal, a gateway	grupo	alternativoj	prononco
level	ŝarĝoaŭto	ஒரு டிரக்	a truck	grupo	alternativoj	prononco
level	vito	ஒரு திராட்சை, ஒரு கொடி	a grapevine, a vine	grupo	alternativoj	prononco
level	teleskopo	ஒரு தொலைநோக்கி	a telescope	grupo	alternativoj	prononco
level	apliki	விண்ணப்பிக்க	to apply	grupo	alternativoj	prononco
level	cemento	சிமெண்ட்	cement	grupo	alternativoj	prononco
level	pedagogio	கற்பித்தல்	pedagogy	grupo	alternativoj	prononco
level	albumo	ஒரு ஆல்பம்	an album	grupo	alternativoj	prononco
level	aserti	வலியுறுத்த, மாநில, உறுதிப்படுத்த	to assert, to state, to affirm	grupo	alternativoj	prononco
level	akordi	ஒத்துக்கொள்ள	to accord	grupo	alternativoj	prononco
level	fulgo	ஒரு சூட், ஒரு அழுக்கு	a soot, a grime	grupo	alternativoj	prononco
level	adapti	அனுசரித்து, அனுசரித்து, இடமளிக்க, பொருத்த	to adapt, to adjust, to accommodate, to fit	grupo	alternativoj	prononco
level	liveri	வழங்க, வழங்க, வழங்க	to furnish, to supply, to deliver	grupo	alternativoj	prononco
level	argumento	ஒரு வாதம்	an argument	grupo	alternativoj	prononco
level	frizi	to curl, to frizz	to curl, to frizz	grupo	alternativoj	prononco
level	deficito	ஒரு பற்றாக்குறை	a deficit	grupo	alternativoj	prononco
level	blato	ஒரு கரப்பான் பூச்சி, ஒரு சிப்	a cockroach, a chip	grupo	alternativoj	prononco
level	recepto	ஒரு செய்முறை, ஒரு மருந்து	a recipe, a prescription	grupo	alternativoj	prononco
level	kitelo	ஒரு ஸ்மாக், ஒரு ஃபிராக், ஒரு ஓவர்ஆல்ஸ், ஒரு கார்பேடின்	a smock, a frock, an overalls, a garbadine	grupo	alternativoj	prononco
level	ciklono	ஒரு சூறாவளி	a cyclone	grupo	alternativoj	prononco
level	reformi	சீர்திருத்தம் செய்ய	to reform	grupo	alternativoj	prononco
level	pulvo	தூள், துப்பாக்கி	powder, gunpowder	grupo	alternativoj	prononco
level	ŝpruci	spurt, to gush, to spurt out	to spurt, to gush, to spurt out	grupo	alternativoj	prononco
level	kukolo	ஒரு காக்கா	a cuckoo	grupo	alternativoj	prononco
level	ŝanceli	குலுக்கி, தள்ளாட	to shake, to totter	grupo	alternativoj	prononco
level	rekordo	ஒரு சாதனை (விளையாட்டு)	a record (sport)	grupo	alternativoj	prononco
level	florpetalo	ஒரு மலர் இதழ்	a flower petal	grupo	alternativoj	prononco
level	kosmo	அண்டம், (வெளி) விண்வெளி, பிரபஞ்சம்	cosmos, (outer) space, universe	grupo	alternativoj	prononco
level	ĉeko	ஒரு காசோலை, ஒரு காசோலை	a checque, a check	grupo	alternativoj	prononco
level	konsumi	நுகர, பயன்படுத்த	to consume, to use up	grupo	alternativoj	prononco
level	lameno	ஒரு லேமினா, ஒரு தட்டு, ஒரு அடுக்கு	a lamina, a plate, a layer	grupo	alternativoj	prononco
level	erotika	சிற்றின்ப	erotic	grupo	alternativoj	prononco
level	peniko	ஒரு தூரிகை (கலை)	a brush (art)	grupo	alternativoj	prononco
level	spuro	ஒரு தடம், ஒரு பாதை, ஒரு தடம்	a track, a trail, a trace	grupo	alternativoj	prononco
level	rigida	கடினமான, கடினமான	rigid, stiff	grupo	alternativoj	prononco
level	pleto	ஓர் தட்டு	a tray	grupo	alternativoj	prononco
level	ignori	புறக்கணிக்க	to ignore	grupo	alternativoj	prononco
level	Volapuko (Volapǖko)	வோலாபுக்	Volapuk	grupo	alternativoj	prononco
level	frazo	ஒரு வாக்கியம்	a sentence	grupo	alternativoj	prononco
level	bruto	ஒரு மிருகம், ஒரு பண்ணை விலங்கு, ஒரு மிருகம்	a brute, a farm animal, a beast	grupo	alternativoj	prononco
level	gladi	இரும்பு (துணிகள்)	to iron (clothes)	grupo	alternativoj	prononco
level	kalsono	ஒரு உள்ளாடை, உள்ளாடை, ஷார்ட்ஸ்	an underwear, underpants, shorts	grupo	alternativoj	prononco
level	aktoro	ஒரு நடிகர்	an actor	grupo	alternativoj	prononco
level	valida	செல்லுபடியாகும்	valid	grupo	alternativoj	prononco
level	ruso	ஒரு ரஷ்யன்	a Russian	grupo	alternativoj	prononco
level	glita	சறுக்கு, வழுக்கும்	gliding, slippery	grupo	alternativoj	prononco
level	fantazio	ஒரு கற்பனை	a fantasy	grupo	alternativoj	prononco
level	ŝargi	ஏற்ற, கட்டணம்	to load, to charge	grupo	alternativoj	prononco
level	saŭco	ஒரு சாஸ், ஒரு குழம்பு	a sauce, a gravy	grupo	alternativoj	prononco
level	verto	ஒரு கிரீடம், தலையின் மேல்	a crown, top of the head	grupo	alternativoj	prononco
level	enketi	விசாரணை செய்ய, ஆய்வு செய்ய, விசாரிக்க	to make an inquiry, to survey, to investigate	grupo	alternativoj	prononco
level	ateisto	ஒரு நாத்திகர்	an atheist	grupo	alternativoj	prononco
level	insigno	ஒரு பேட்ஜ்	a badge	grupo	alternativoj	prononco
level	trudi	திணிக்க, கட்டாயப்படுத்த	to impose, to force	grupo	alternativoj	prononco
level	skemo	ஒரு திட்டம்	a scheme	grupo	alternativoj	prononco
level	kalva	வழுக்கை, வெற்று, தைரியமான தலை, செவிப்புலன்	bald, bare, bold-headed, hearless	grupo	alternativoj	prononco
level	germano	ஒரு ஜெர்மன்	a German	grupo	alternativoj	prononco
level	orto	ஒரு சரியான கோணம்	a right angle	grupo	alternativoj	prononco
level	avizo	ஒரு எச்சரிக்கை, ஒரு அறிவிப்பு	a warning, a notice	grupo	alternativoj	prononco
level	fronto	முன், முகப்பு	front, frontage	grupo	alternativoj	prononco
level	lernolibro	ஒரு பாடநூல்	a textbook	grupo	alternativoj	prononco
level	glavo	ஒரு வாள்	a sword	grupo	alternativoj	prononco
level	konservativa	பழமைவாத	conservative	grupo	alternativoj	prononco
level	Usono	அமெரிக்கா	USA	grupo	alternativoj	prononco
level	ankro	ஒரு நங்கூரம்	an anchor	grupo	alternativoj	prononco
level	analizo	ஒரு பகுப்பாய்வு	an analysis	grupo	alternativoj	prononco
level	flustri	கிசுகிசுக்க	to whisper	grupo	alternativoj	prononco
level	asigno	பணி நியமனம்	assignment	grupo	alternativoj	prononco
level	konservatorio	ஒரு கன்சர்வேட்டரி (இசை பள்ளி)	a conservatory (music school)	grupo	alternativoj	prononco
level	aŭtoro	ஒரு எழுத்தாளர்	an author	grupo	alternativoj	prononco
level	poligloto	ஒரு பல்மொழி	a polyglot	grupo	alternativoj	prononco
level	absoluta	அறுதி	absolute	grupo	alternativoj	prononco
level	lukti	மல்யுத்தம் செய்ய, போராட	to wrestle, to struggle	grupo	alternativoj	prononco
level	inciti	தூண்டுதல், தூண்டுதல், தூண்டுதல், தூண்டுதல்	to incite, to stir, to abet, to provoke	grupo	alternativoj	prononco
level	prezervi	பாதுகாக்க	to preserve	grupo	alternativoj	prononco
level	mencii	குறிப்பிட	to mention	grupo	alternativoj	prononco
level	anglo	ஒரு ஆங்கிலேயர்	an Englishman	grupo	alternativoj	prononco
level	Bulonjo	போலோன் (நகரம்)	Boulogne (city)	grupo	alternativoj	prononco
level	interesa	சுவாரஸ்யமான	interesting	grupo	alternativoj	prononco
level	interese	சுவாரஸ்யமாக	interestingly	grupo	alternativoj	prononco
level	meĥanismo	ஒரு பொறிமுறை	a mechanism	grupo	alternativoj	prononco
